id,title,handle,body_html,published_at,created_at,updated_at,vendor,product_type,tags/0,tags/1,tags/2,variants/0/id,variants/0/title,variants/0/option1,variants/0/option2,variants/0/option3,variants/0/sku,variants/0/requires_shipping,variants/0/taxable,variants/0/featured_image,variants/0/available,variants/0/price,variants/0/grams,variants/0/compare_at_price,variants/0/position,variants/0/product_id,variants/0/created_at,variants/0/updated_at,variants/1/id,variants/1/title,variants/1/option1,variants/1/option2,variants/1/option3,variants/1/sku,variants/1/requires_shipping,variants/1/taxable,variants/1/featured_image,variants/1/available,variants/1/price,variants/1/grams,variants/1/compare_at_price,variants/1/position,variants/1/product_id,variants/1/created_at,variants/1/updated_at,variants/2/id,variants/2/title,variants/2/option1,variants/2/option2,variants/2/option3,variants/2/sku,variants/2/requires_shipping,variants/2/taxable,variants/2/featured_image,variants/2/available,variants/2/price,variants/2/grams,variants/2/compare_at_price,variants/2/position,variants/2/product_id,variants/2/created_at,variants/2/updated_at,variants/3/id,variants/3/title,variants/3/option1,variants/3/option2,variants/3/option3,variants/3/sku,variants/3/requires_shipping,variants/3/taxable,variants/3/featured_image,variants/3/available,variants/3/price,variants/3/grams,variants/3/compare_at_price,variants/3/position,variants/3/product_id,variants/3/created_at,variants/3/updated_at,images/0/id,images/0/created_at,images/0/position,images/0/updated_at,images/0/product_id,images/0/src,options/0/name,options/0/position,options/0/values/0,options/0/values/1,options/0/values/2,options/0/values/3,tags/3,variants/4/id,variants/4/title,variants/4/option1,variants/4/option2,variants/4/option3,variants/4/sku,variants/4/requires_shipping,variants/4/taxable,variants/4/featured_image,variants/4/available,variants/4/price,variants/4/grams,variants/4/compare_at_price,variants/4/position,variants/4/product_id,variants/4/created_at,variants/4/updated_at,options/0/values/4,variants/5/id,variants/5/title,variants/5/option1,variants/5/option2,variants/5/option3,variants/5/sku,variants/5/requires_shipping,variants/5/taxable,variants/5/featured_image,variants/5/available,variants/5/price,variants/5/grams,variants/5/compare_at_price,variants/5/position,variants/5/product_id,variants/5/created_at,variants/5/updated_at,variants/6/id,variants/6/title,variants/6/option1,variants/6/option2,variants/6/option3,variants/6/sku,variants/6/requires_shipping,variants/6/taxable,variants/6/featured_image,variants/6/available,variants/6/price,variants/6/grams,variants/6/compare_at_price,variants/6/position,variants/6/product_id,variants/6/created_at,variants/6/updated_at,variants/7/id,variants/7/title,variants/7/option1,variants/7/option2,variants/7/option3,variants/7/sku,variants/7/requires_shipping,variants/7/taxable,variants/7/featured_image,variants/7/available,variants/7/price,variants/7/grams,variants/7/compare_at_price,variants/7/position,variants/7/product_id,variants/7/created_at,variants/7/updated_at,options/0/values/5,options/0/values/6,options/0/values/7,variants/8/id,variants/8/title,variants/8/option1,variants/8/option2,variants/8/option3,variants/8/sku,variants/8/requires_shipping,variants/8/taxable,variants/8/featured_image,variants/8/available,variants/8/price,variants/8/grams,variants/8/compare_at_price,variants/8/position,variants/8/product_id,variants/8/created_at,variants/8/updated_at,options/0/values/8
2759146883,Gorgeous Concrete Plate,gorgeous-concrete-plate,Engage sexy infomediaries,2015-09-23T20:49:41-04:00,2015-09-23T20:49:41-04:00,2015-09-23T20:49:41-04:00,Von-Jacobi,Plate,Concrete,Gorgeous,Plate,8041774659,Turquoise,Turquoise,,,,true,true,,true,68.58,2206,,1,2759146883,2015-09-23T20:49:41-04:00,2015-09-23T20:49:41-04:00,8041774787,Silver,Silver,,,,true,true,,true,36.28,2487,,2,2759146883,2015-09-23T20:49:41-04:00,2015-09-23T20:49:41-04:00,8041774851,Orange,Orange,,,,true,true,,true,13.58,1171,,3,2759146883,2015-09-23T20:49:41-04:00,2015-09-23T20:49:41-04:00,8041774915,Grey,Grey,,,,true,true,,true,73.02,2678,,4,2759146883,2015-09-23T20:49:41-04:00,2015-09-23T20:49:41-04:00,5641987139,2015-09-23T20:49:41-04:00,1,2015-09-23T20:49:41-04:00,2759146883,https://cdn.shopify.com/s/files/1/1000/7970/products/Gorgeous_20Concrete_20Plate.png?v=1443055781,Title,1,Turquoise,Silver,Orange,Grey,,8041774979,Teal,Teal,,,,true,true,,true,59.88,3066,,5,2759146883,2015-09-23T20:49:41-04:00,2015-09-23T20:49:41-04:00,Teal,8041775043,Mint green,Mint green,,,,true,true,,true,73.86,398,,6,2759146883,2015-09-23T20:49:41-04:00,2015-09-23T20:49:41-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mint green,,,,,,,,,,,,,,,,,,,,
2759146371,Synergistic Wooden Hat,synergistic-wooden-hat,Monetize wireless experiences,2015-09-23T20:49:39-04:00,2015-09-23T20:49:39-04:00,2015-09-23T20:49:39-04:00,Emmerich-Batz,Hat,Hat,Synergistic,Wooden,8041773571,Maroon,Maroon,,,,true,true,,true,13.39,1987,,1,2759146371,2015-09-23T20:49:39-04:00,2015-09-23T20:49:39-04:00,8041773635,Olive,Olive,,,,true,true,,true,28.77,9663,,2,2759146371,2015-09-23T20:49:39-04:00,2015-09-23T20:49:39-04:00,8041773699,Blue,Blue,,,,true,true,,true,1.28,8532,,3,2759146371,2015-09-23T20:49:39-04:00,2015-09-23T20:49:39-04:00,8041773763,Silver,Silver,,,,true,true,,true,97.23,1935,,4,2759146371,2015-09-23T20:49:39-04:00,2015-09-23T20:49:39-04:00,5641986243,2015-09-23T20:49:39-04:00,1,2015-09-23T20:49:39-04:00,2759146371,https://cdn.shopify.com/s/files/1/1000/7970/products/Synergistic_20Wooden_20Hat.png?v=1443055779,Title,1,Maroon,Olive,Blue,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759145347,Gorgeous Linen Clock,gorgeous-linen-clock,Maximize best-of-breed networks,2015-09-23T20:49:35-04:00,2015-09-23T20:49:35-04:00,2015-09-23T20:49:35-04:00,Jenkins LLC,Clock,Clock,Gorgeous,Linen,8041770819,Salmon,Salmon,,,,true,true,,true,15.96,5510,,1,2759145347,2015-09-23T20:49:35-04:00,2015-09-23T20:49:35-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641984963,2015-09-23T20:49:35-04:00,1,2015-09-23T20:49:35-04:00,2759145347,https://cdn.shopify.com/s/files/1/1000/7970/products/Gorgeous_20Linen_20Clock.png?v=1443055775,Title,1,Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759144899,Small Aluminum Lamp,small-aluminum-lamp,Maximize bricks-and-clicks communities,2015-09-23T20:49:33-04:00,2015-09-23T20:49:33-04:00,2015-09-23T20:49:33-04:00,Torphy Group,Lamp,Aluminum,Lamp,Small,8041769347,Silver,Silver,,,,true,true,,true,24.89,5832,,1,2759144899,2015-09-23T20:49:33-04:00,2015-09-23T20:49:33-04:00,8041769411,Olive,Olive,,,,true,true,,true,15.64,8608,,2,2759144899,2015-09-23T20:49:33-04:00,2015-09-23T20:49:33-04:00,8041769475,Maroon,Maroon,,,,true,true,,true,11.68,8998,,3,2759144899,2015-09-23T20:49:33-04:00,2015-09-23T20:49:33-04:00,8041769539,Fuchsia,Fuchsia,,,,true,true,,true,92.53,1202,,4,2759144899,2015-09-23T20:49:33-04:00,2015-09-23T20:49:33-04:00,5641983875,2015-09-23T20:49:33-04:00,1,2015-09-23T20:49:33-04:00,2759144899,https://cdn.shopify.com/s/files/1/1000/7970/products/Small_20Aluminum_20Lamp.png?v=1443055773,Title,1,Silver,Olive,Maroon,Fuchsia,,8041769603,Red,Red,,,,true,true,,true,69.56,3506,,5,2759144899,2015-09-23T20:49:33-04:00,2015-09-23T20:49:33-04:00,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759144323,Sleek Leather Coat,sleek-leather-coat,Reinvent next-generation metrics,2015-09-23T20:49:30-04:00,2015-09-23T20:49:31-04:00,2015-09-23T20:49:31-04:00,Wuckert-Blanda,Coat,Coat,Leather,Sleek,8041768195,Purple,Purple,,,,true,true,,true,10.62,2417,,1,2759144323,2015-09-23T20:49:31-04:00,2015-09-23T20:49:31-04:00,8041768259,Blue,Blue,,,,true,true,,true,80.95,6446,,2,2759144323,2015-09-23T20:49:31-04:00,2015-09-23T20:49:31-04:00,8041768323,Grey,Grey,,,,true,true,,true,91.19,293,,3,2759144323,2015-09-23T20:49:31-04:00,2015-09-23T20:49:31-04:00,,,,,,,,,,,,,,,,,,5641983107,2015-09-23T20:49:31-04:00,1,2015-09-23T20:49:31-04:00,2759144323,https://cdn.shopify.com/s/files/1/1000/7970/products/Sleek_20Leather_20Coat.png?v=1443055771,Title,1,Purple,Blue,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759144131,Lightweight Marble Hat,lightweight-marble-hat,Transition value-added action-items,2015-09-23T20:49:29-04:00,2015-09-23T20:49:29-04:00,2015-09-23T20:49:29-04:00,Dickens-Hoppe,Hat,Hat,Lightweight,Marble,8041767427,Gold,Gold,,,,true,true,,true,85.81,6614,,1,2759144131,2015-09-23T20:49:29-04:00,2015-09-23T20:49:29-04:00,8041767491,Ivory,Ivory,,,,true,true,,true,94.85,6852,,2,2759144131,2015-09-23T20:49:29-04:00,2015-09-23T20:49:29-04:00,8041767555,Violet,Violet,,,,true,true,,true,22.46,1502,,3,2759144131,2015-09-23T20:49:29-04:00,2015-09-23T20:49:29-04:00,8041767619,Black,Black,,,,true,true,,true,27.04,3441,,4,2759144131,2015-09-23T20:49:29-04:00,2015-09-23T20:49:29-04:00,5641982595,2015-09-23T20:49:29-04:00,1,2015-09-23T20:49:29-04:00,2759144131,https://cdn.shopify.com/s/files/1/1000/7970/products/Lightweight_20Marble_20Hat.png?v=1443055769,Title,1,Gold,Ivory,Violet,Black,,8041767683,Mint green,Mint green,,,,true,true,,true,15.48,9328,,5,2759144131,2015-09-23T20:49:29-04:00,2015-09-23T20:49:29-04:00,Mint green,8041767747,Olive,Olive,,,,true,true,,true,75.74,9370,,6,2759144131,2015-09-23T20:49:29-04:00,2015-09-23T20:49:29-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olive,,,,,,,,,,,,,,,,,,,,
2759143811,Aerodynamic Granite Plate,aerodynamic-granite-plate,Whiteboard cross-platform users,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,Schneider and Sons,Plate,Aerodynamic,Granite,Plate,8041765955,Teal,Teal,,,,true,true,,true,50.88,9205,,1,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,8041766019,Turquoise,Turquoise,,,,true,true,,true,24.91,1208,,2,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,8041766083,Ivory,Ivory,,,,true,true,,true,20.08,9324,,3,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,8041766147,Azure,Azure,,,,true,true,,true,19.45,7304,,4,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,5641981891,2015-09-23T20:49:28-04:00,1,2015-09-23T20:49:28-04:00,2759143811,https://cdn.shopify.com/s/files/1/1000/7970/products/Aerodynamic_20Granite_20Plate.png?v=1443055768,Title,1,Teal,Turquoise,Ivory,Azure,,8041766211,Grey,Grey,,,,true,true,,true,3.61,2624,,5,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,Grey,8041766275,Green,Green,,,,true,true,,true,73.59,2890,,6,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,8041766339,Blue,Blue,,,,true,true,,true,16.09,342,,7,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,8041766723,Violet,Violet,,,,true,true,,true,29.20,1317,,8,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,Green,Blue,Violet,8041766851,Black,Black,,,,true,true,,true,20.14,7315,,9,2759143811,2015-09-23T20:49:28-04:00,2015-09-23T20:49:28-04:00,Black
2759143619,Small Plastic Bottle,small-plastic-bottle,Cultivate revolutionary technologies,2015-09-23T20:49:26-04:00,2015-09-23T20:49:26-04:00,2015-09-23T20:49:26-04:00,"Mertz, Braun and Dooley",Bottle,Bottle,Plastic,Small,8041765571,Green,Green,,,,true,true,,true,98.34,7932,,1,2759143619,2015-09-23T20:49:26-04:00,2015-09-23T20:49:26-04:00,8041765635,Olive,Olive,,,,true,true,,true,6.47,9105,,2,2759143619,2015-09-23T20:49:26-04:00,2015-09-23T20:49:26-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641981379,2015-09-23T20:49:26-04:00,1,2015-09-23T20:49:26-04:00,2759143619,https://cdn.shopify.com/s/files/1/1000/7970/products/Small_20Plastic_20Bottle.png?v=1443055766,Title,1,Green,Olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759143363,Enormous Iron Wallet,enormous-iron-wallet,Productize holistic convergence,2015-09-23T20:49:24-04:00,2015-09-23T20:49:24-04:00,2015-09-23T20:49:25-04:00,Witting and Sons,Wallet,Enormous,Iron,Wallet,8041764803,Plum,Plum,,,,true,true,,true,75.91,970,,1,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,8041764867,Gold,Gold,,,,true,true,,true,47.76,8749,,2,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,8041764931,Azure,Azure,,,,true,true,,true,28.14,3336,,3,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,8041764995,Ivory,Ivory,,,,true,true,,true,44.96,7907,,4,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,5641980035,2015-09-23T20:49:24-04:00,1,2015-09-23T20:49:24-04:00,2759143363,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Iron_20Wallet.png?v=1443055764,Title,1,Plum,Gold,Azure,Ivory,,8041765059,Yellow,Yellow,,,,true,true,,true,32.22,5206,,5,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,Yellow,8041765123,Black,Black,,,,true,true,,true,38.22,6493,,6,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,8041765187,Pink,Pink,,,,true,true,,true,95.16,7033,,7,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,8041765251,Orchid,Orchid,,,,true,true,,true,56.88,8108,,8,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,Black,Pink,Orchid,8041765315,Green,Green,,,,true,true,,true,0.38,9108,,9,2759143363,2015-09-23T20:49:25-04:00,2015-09-23T20:49:25-04:00,Green
2759142723,Incredible Cotton Watch,incredible-cotton-watch,Syndicate cross-media action-items,2015-09-23T20:49:22-04:00,2015-09-23T20:49:22-04:00,2015-09-23T20:49:22-04:00,Legros and Sons,Watch,Cotton,Incredible,Watch,8041762371,Orange,Orange,,,,true,true,,true,54.95,6559,,1,2759142723,2015-09-23T20:49:22-04:00,2015-09-23T20:49:22-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641979267,2015-09-23T20:49:22-04:00,1,2015-09-23T20:49:22-04:00,2759142723,https://cdn.shopify.com/s/files/1/1000/7970/products/Incredible_20Cotton_20Watch.png?v=1443055762,Title,1,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759142467,Lightweight Rubber Hat,lightweight-rubber-hat,Synergize dynamic e-markets,2015-09-23T20:49:21-04:00,2015-09-23T20:49:21-04:00,2015-09-23T20:49:21-04:00,"Kihn, McGlynn and Goodwin",Hat,Hat,Lightweight,Rubber,8041761667,Lavender,Lavender,,,,true,true,,true,57.46,1519,,1,2759142467,2015-09-23T20:49:21-04:00,2015-09-23T20:49:21-04:00,8041761731,Maroon,Maroon,,,,true,true,,true,26.44,9746,,2,2759142467,2015-09-23T20:49:21-04:00,2015-09-23T20:49:21-04:00,8041761795,Yellow,Yellow,,,,true,true,,true,61.28,4551,,3,2759142467,2015-09-23T20:49:21-04:00,2015-09-23T20:49:21-04:00,8041761859,White,White,,,,true,true,,true,69.40,5754,,4,2759142467,2015-09-23T20:49:21-04:00,2015-09-23T20:49:21-04:00,5641979011,2015-09-23T20:49:21-04:00,1,2015-09-23T20:49:21-04:00,2759142467,https://cdn.shopify.com/s/files/1/1000/7970/products/Lightweight_20Rubber_20Hat.png?v=1443055761,Title,1,Lavender,Maroon,Yellow,White,,8041761923,Magenta,Magenta,,,,true,true,,true,9.97,3105,,5,2759142467,2015-09-23T20:49:21-04:00,2015-09-23T20:49:21-04:00,Magenta,8041761987,Salmon,Salmon,,,,true,true,,true,21.60,7445,,6,2759142467,2015-09-23T20:49:21-04:00,2015-09-23T20:49:21-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmon,,,,,,,,,,,,,,,,,,,,
2759142147,Ergonomic Concrete Knife,ergonomic-concrete-knife,Cultivate dynamic deliverables,2015-09-23T20:49:20-04:00,2015-09-23T20:49:20-04:00,2015-09-23T20:49:20-04:00,Mann LLC,Knife,Concrete,Ergonomic,Knife,8041760835,Lavender,Lavender,,,,true,true,,true,35.11,1077,,1,2759142147,2015-09-23T20:49:20-04:00,2015-09-23T20:49:20-04:00,8041760899,Violet,Violet,,,,true,true,,true,79.69,6220,,2,2759142147,2015-09-23T20:49:20-04:00,2015-09-23T20:49:20-04:00,8041760963,Salmon,Salmon,,,,true,true,,true,82.86,9566,,3,2759142147,2015-09-23T20:49:20-04:00,2015-09-23T20:49:20-04:00,8041761027,Lime,Lime,,,,true,true,,true,45.27,590,,4,2759142147,2015-09-23T20:49:20-04:00,2015-09-23T20:49:20-04:00,5641978307,2015-09-23T20:49:20-04:00,1,2015-09-23T20:49:20-04:00,2759142147,https://cdn.shopify.com/s/files/1/1000/7970/products/Ergonomic_20Concrete_20Knife.png?v=1443055760,Title,1,Lavender,Violet,Salmon,Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759141891,Synergistic Paper Gloves,synergistic-paper-gloves,Engineer cross-platform synergies,2015-09-23T20:49:18-04:00,2015-09-23T20:49:18-04:00,2015-09-23T20:49:18-04:00,Rempel and Sons,Gloves,Gloves,Paper,Synergistic,8041759427,Salmon,Salmon,,,,true,true,,true,38.20,5170,,1,2759141891,2015-09-23T20:49:18-04:00,2015-09-23T20:49:18-04:00,8041759491,Lime,Lime,,,,true,true,,true,91.13,7495,,2,2759141891,2015-09-23T20:49:18-04:00,2015-09-23T20:49:18-04:00,8041759555,Maroon,Maroon,,,,true,true,,true,80.36,4406,,3,2759141891,2015-09-23T20:49:18-04:00,2015-09-23T20:49:18-04:00,8041759619,Pink,Pink,,,,true,true,,true,11.12,9395,,4,2759141891,2015-09-23T20:49:18-04:00,2015-09-23T20:49:18-04:00,5641977795,2015-09-23T20:49:18-04:00,1,2015-09-23T20:49:18-04:00,2759141891,https://cdn.shopify.com/s/files/1/1000/7970/products/Synergistic_20Paper_20Gloves.png?v=1443055758,Title,1,Salmon,Lime,Maroon,Pink,,8041759683,Indigo,Indigo,,,,true,true,,true,49.19,6258,,5,2759141891,2015-09-23T20:49:18-04:00,2015-09-23T20:49:18-04:00,Indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759141507,Enormous Copper Coat,enormous-copper-coat,Repurpose interactive methodologies,2015-09-23T20:49:17-04:00,2015-09-23T20:49:17-04:00,2015-09-23T20:49:17-04:00,Nolan and Sons,Coat,Coat,Copper,Enormous,8041758915,Blue,Blue,,,,true,true,,true,82.80,9687,,1,2759141507,2015-09-23T20:49:17-04:00,2015-09-23T20:49:17-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641976963,2015-09-23T20:49:17-04:00,1,2015-09-23T20:49:17-04:00,2759141507,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Copper_20Coat.png?v=1443055757,Title,1,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759141315,Practical Concrete Coat,practical-concrete-coat,Whiteboard seamless content,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,"Rolfson, Brekke and Upton",Coat,Coat,Concrete,Practical,8041757955,Gold,Gold,,,,true,true,,true,37.72,1747,,1,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,8041758019,Olive,Olive,,,,true,true,,true,2.28,2282,,2,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,8041758083,Violet,Violet,,,,true,true,,true,20.27,8743,,3,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,8041758147,Turquoise,Turquoise,,,,true,true,,true,33.86,6019,,4,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,5641976067,2015-09-23T20:49:15-04:00,1,2015-09-23T20:49:15-04:00,2759141315,https://cdn.shopify.com/s/files/1/1000/7970/products/Practical_20Concrete_20Coat.png?v=1443055755,Title,1,Gold,Olive,Violet,Turquoise,,8041758211,Magenta,Magenta,,,,true,true,,true,12.15,4174,,5,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,Magenta,8041758275,Maroon,Maroon,,,,true,true,,true,43.48,469,,6,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,8041758339,Grey,Grey,,,,true,true,,true,61.32,3526,,7,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,8041758403,Indigo,Indigo,,,,true,true,,true,88.66,6375,,8,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,Maroon,Grey,Indigo,8041758467,Lime,Lime,,,,true,true,,true,45.89,3546,,9,2759141315,2015-09-23T20:49:15-04:00,2015-09-23T20:49:15-04:00,Lime
2759140931,Intelligent Rubber Pants,intelligent-rubber-pants,Extend synergistic platforms,2015-09-23T20:49:13-04:00,2015-09-23T20:49:13-04:00,2015-09-23T20:49:13-04:00,Monahan-Wisoky,Pants,Intelligent,Pants,Rubber,8041755715,Fuchsia,Fuchsia,,,,true,true,,true,67.72,6179,,1,2759140931,2015-09-23T20:49:13-04:00,2015-09-23T20:49:13-04:00,8041755779,Mint green,Mint green,,,,true,true,,true,94.34,9159,,2,2759140931,2015-09-23T20:49:13-04:00,2015-09-23T20:49:13-04:00,8041755843,Yellow,Yellow,,,,true,true,,true,91.07,4211,,3,2759140931,2015-09-23T20:49:13-04:00,2015-09-23T20:49:13-04:00,,,,,,,,,,,,,,,,,,5641975427,2015-09-23T20:49:13-04:00,1,2015-09-23T20:49:13-04:00,2759140931,https://cdn.shopify.com/s/files/1/1000/7970/products/Intelligent_20Rubber_20Pants.png?v=1443055753,Title,1,Fuchsia,Mint green,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759140291,Fantastic Wool Bench,fantastic-wool-bench,Matrix out-of-the-box schemas,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,Schaefer and Sons,Bench,Bench,Fantastic,Wool,8041753795,Grey,Grey,,,,true,true,,true,16.26,744,,1,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,8041753923,Turquoise,Turquoise,,,,true,true,,true,16.77,9750,,2,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,8041753987,Tan,Tan,,,,true,true,,true,65.65,9614,,3,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,8041754051,Pink,Pink,,,,true,true,,true,28.51,3878,,4,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,5641973763,2015-09-23T20:49:10-04:00,1,2015-09-23T20:49:10-04:00,2759140291,https://cdn.shopify.com/s/files/1/1000/7970/products/Fantastic_20Wool_20Bench.png?v=1443055750,Title,1,Grey,Turquoise,Tan,Pink,,8041754115,Green,Green,,,,true,true,,true,90.66,4160,,5,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,Green,8041754179,Maroon,Maroon,,,,true,true,,true,8.37,1762,,6,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,8041754243,Orchid,Orchid,,,,true,true,,true,5.04,662,,7,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,8041754371,Lime,Lime,,,,true,true,,true,26.25,7422,,8,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,Maroon,Orchid,Lime,8041754499,Cyan,Cyan,,,,true,true,,true,98.21,6230,,9,2759140291,2015-09-23T20:49:10-04:00,2015-09-23T20:49:10-04:00,Cyan
2759139395,Awesome Bronze Bag,awesome-bronze-bag,Evolve revolutionary partnerships,2015-09-23T20:49:06-04:00,2015-09-23T20:49:06-04:00,2015-09-23T20:49:07-04:00,Schinner-Bailey,Bag,Awesome,Bag,Bronze,8041750019,Plum,Plum,,,,true,true,,true,7.31,2107,,1,2759139395,2015-09-23T20:49:06-04:00,2015-09-23T20:49:06-04:00,8041750147,Silver,Silver,,,,true,true,,true,54.28,7601,,2,2759139395,2015-09-23T20:49:06-04:00,2015-09-23T20:49:06-04:00,8041750211,Fuchsia,Fuchsia,,,,true,true,,true,36.06,615,,3,2759139395,2015-09-23T20:49:07-04:00,2015-09-23T20:49:07-04:00,8041750275,Lime,Lime,,,,true,true,,true,31.23,2803,,4,2759139395,2015-09-23T20:49:07-04:00,2015-09-23T20:49:07-04:00,5641972483,2015-09-23T20:49:06-04:00,1,2015-09-23T20:49:06-04:00,2759139395,https://cdn.shopify.com/s/files/1/1000/7970/products/Awesome_20Bronze_20Bag.png?v=1443055746,Title,1,Plum,Silver,Fuchsia,Lime,,8041750339,Green,Green,,,,true,true,,true,99.30,115,,5,2759139395,2015-09-23T20:49:07-04:00,2015-09-23T20:49:07-04:00,Green,8041750403,Lavender,Lavender,,,,true,true,,true,11.24,9763,,6,2759139395,2015-09-23T20:49:07-04:00,2015-09-23T20:49:07-04:00,8041750467,Orchid,Orchid,,,,true,true,,true,21.51,203,,7,2759139395,2015-09-23T20:49:07-04:00,2015-09-23T20:49:07-04:00,,,,,,,,,,,,,,,,,,Lavender,Orchid,,,,,,,,,,,,,,,,,,,
