id,title,handle,body_html,published_at,created_at,updated_at,vendor,product_type,tags/0,tags/1,tags/2,variants/0/id,variants/0/title,variants/0/option1,variants/0/option2,variants/0/option3,variants/0/sku,variants/0/requires_shipping,variants/0/taxable,variants/0/featured_image,variants/0/available,variants/0/price,variants/0/grams,variants/0/compare_at_price,variants/0/position,variants/0/product_id,variants/0/created_at,variants/0/updated_at,variants/1/id,variants/1/title,variants/1/option1,variants/1/option2,variants/1/option3,variants/1/sku,variants/1/requires_shipping,variants/1/taxable,variants/1/featured_image,variants/1/available,variants/1/price,variants/1/grams,variants/1/compare_at_price,variants/1/position,variants/1/product_id,variants/1/created_at,variants/1/updated_at,variants/2/id,variants/2/title,variants/2/option1,variants/2/option2,variants/2/option3,variants/2/sku,variants/2/requires_shipping,variants/2/taxable,variants/2/featured_image,variants/2/available,variants/2/price,variants/2/grams,variants/2/compare_at_price,variants/2/position,variants/2/product_id,variants/2/created_at,variants/2/updated_at,variants/3/id,variants/3/title,variants/3/option1,variants/3/option2,variants/3/option3,variants/3/sku,variants/3/requires_shipping,variants/3/taxable,variants/3/featured_image,variants/3/available,variants/3/price,variants/3/grams,variants/3/compare_at_price,variants/3/position,variants/3/product_id,variants/3/created_at,variants/3/updated_at,variants/4/id,variants/4/title,variants/4/option1,variants/4/option2,variants/4/option3,variants/4/sku,variants/4/requires_shipping,variants/4/taxable,variants/4/featured_image,variants/4/available,variants/4/price,variants/4/grams,variants/4/compare_at_price,variants/4/position,variants/4/product_id,variants/4/created_at,variants/4/updated_at,variants/5/id,variants/5/title,variants/5/option1,variants/5/option2,variants/5/option3,variants/5/sku,variants/5/requires_shipping,variants/5/taxable,variants/5/featured_image,variants/5/available,variants/5/price,variants/5/grams,variants/5/compare_at_price,variants/5/position,variants/5/product_id,variants/5/created_at,variants/5/updated_at,variants/6/id,variants/6/title,variants/6/option1,variants/6/option2,variants/6/option3,variants/6/sku,variants/6/requires_shipping,variants/6/taxable,variants/6/featured_image,variants/6/available,variants/6/price,variants/6/grams,variants/6/compare_at_price,variants/6/position,variants/6/product_id,variants/6/created_at,variants/6/updated_at,variants/7/id,variants/7/title,variants/7/option1,variants/7/option2,variants/7/option3,variants/7/sku,variants/7/requires_shipping,variants/7/taxable,variants/7/featured_image,variants/7/available,variants/7/price,variants/7/grams,variants/7/compare_at_price,variants/7/position,variants/7/product_id,variants/7/created_at,variants/7/updated_at,variants/8/id,variants/8/title,variants/8/option1,variants/8/option2,variants/8/option3,variants/8/sku,variants/8/requires_shipping,variants/8/taxable,variants/8/featured_image,variants/8/available,variants/8/price,variants/8/grams,variants/8/compare_at_price,variants/8/position,variants/8/product_id,variants/8/created_at,variants/8/updated_at,images/0/id,images/0/created_at,images/0/position,images/0/updated_at,images/0/product_id,images/0/src,options/0/name,options/0/position,options/0/values/0,options/0/values/1,options/0/values/2,options/0/values/3,options/0/values/4,options/0/values/5,options/0/values/6,options/0/values/7,options/0/values/8,tags/3
2759134083,Gorgeous Aluminum Watch,gorgeous-aluminum-watch,Visualize end-to-end action-items,2015-09-23T20:48:41-04:00,2015-09-23T20:48:41-04:00,2015-09-23T20:48:42-04:00,Monahan-Christiansen,Watch,Aluminum,Gorgeous,Watch,8041731203,Indigo,Indigo,,,,true,true,,true,52.48,9977,,1,2759134083,2015-09-23T20:48:41-04:00,2015-09-23T20:48:41-04:00,8041731267,Salmon,Salmon,,,,true,true,,true,86.09,6502,,2,2759134083,2015-09-23T20:48:42-04:00,2015-09-23T20:48:42-04:00,8041731331,White,White,,,,true,true,,true,38.67,7653,,3,2759134083,2015-09-23T20:48:42-04:00,2015-09-23T20:48:42-04:00,8041731395,Fuchsia,Fuchsia,,,,true,true,,true,37.43,100,,4,2759134083,2015-09-23T20:48:42-04:00,2015-09-23T20:48:42-04:00,8041731459,Violet,Violet,,,,true,true,,true,47.83,745,,5,2759134083,2015-09-23T20:48:42-04:00,2015-09-23T20:48:42-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641960899,2015-09-23T20:48:41-04:00,1,2015-09-23T20:48:41-04:00,2759134083,https://cdn.shopify.com/s/files/1/1000/7970/products/Gorgeous_20Aluminum_20Watch.png?v=1443055721,Title,1,Indigo,Salmon,White,Fuchsia,Violet,,,,,
2759133891,Practical Steel Lamp,practical-steel-lamp,Monetize proactive e-markets,2015-09-23T20:48:40-04:00,2015-09-23T20:48:40-04:00,2015-09-23T20:48:40-04:00,Roberts Inc,Lamp,Lamp,Practical,Steel,8041730819,Plum,Plum,,,,true,true,,true,82.00,6310,,1,2759133891,2015-09-23T20:48:40-04:00,2015-09-23T20:48:40-04:00,8041730883,Teal,Teal,,,,true,true,,true,83.13,5492,,2,2759133891,2015-09-23T20:48:40-04:00,2015-09-23T20:48:40-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641960451,2015-09-23T20:48:40-04:00,1,2015-09-23T20:48:40-04:00,2759133891,https://cdn.shopify.com/s/files/1/1000/7970/products/Practical_20Steel_20Lamp.png?v=1443055720,Title,1,Plum,Teal,,,,,,,,
2759133571,Practical Marble Table,practical-marble-table,Exploit web-enabled supply-chains,2015-09-23T20:48:39-04:00,2015-09-23T20:48:39-04:00,2015-09-23T20:48:39-04:00,Daniel-Beatty,Table,Marble,Practical,Table,8041730051,Violet,Violet,,,,true,true,,true,47.41,5056,,1,2759133571,2015-09-23T20:48:39-04:00,2015-09-23T20:48:39-04:00,8041730115,Orchid,Orchid,,,,true,true,,true,58.80,3129,,2,2759133571,2015-09-23T20:48:39-04:00,2015-09-23T20:48:39-04:00,8041730179,Silver,Silver,,,,true,true,,true,65.54,7436,,3,2759133571,2015-09-23T20:48:39-04:00,2015-09-23T20:48:39-04:00,8041730243,Green,Green,,,,true,true,,true,74.92,1974,,4,2759133571,2015-09-23T20:48:39-04:00,2015-09-23T20:48:39-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641959939,2015-09-23T20:48:39-04:00,1,2015-09-23T20:48:39-04:00,2759133571,https://cdn.shopify.com/s/files/1/1000/7970/products/Practical_20Marble_20Table.png?v=1443055719,Title,1,Violet,Orchid,Silver,Green,,,,,,
2759133251,Heavy Duty Iron Table,heavy-duty-iron-table,Harness interactive platforms,2015-09-23T20:48:37-04:00,2015-09-23T20:48:37-04:00,2015-09-23T20:48:38-04:00,Heaney Group,Table,Duty,Heavy,Iron,8041729219,Indigo,Indigo,,,,true,true,,true,80.14,5574,,1,2759133251,2015-09-23T20:48:37-04:00,2015-09-23T20:48:37-04:00,8041729283,Ivory,Ivory,,,,true,true,,true,73.62,8179,,2,2759133251,2015-09-23T20:48:38-04:00,2015-09-23T20:48:38-04:00,8041729347,Turquoise,Turquoise,,,,true,true,,true,71.34,7064,,3,2759133251,2015-09-23T20:48:38-04:00,2015-09-23T20:48:38-04:00,8041729411,Green,Green,,,,true,true,,true,92.78,7202,,4,2759133251,2015-09-23T20:48:38-04:00,2015-09-23T20:48:38-04:00,8041729475,White,White,,,,true,true,,true,87.01,6870,,5,2759133251,2015-09-23T20:48:38-04:00,2015-09-23T20:48:38-04:00,8041729539,Teal,Teal,,,,true,true,,true,86.06,7418,,6,2759133251,2015-09-23T20:48:38-04:00,2015-09-23T20:48:38-04:00,8041729603,Azure,Azure,,,,true,true,,true,67.74,6049,,7,2759133251,2015-09-23T20:48:38-04:00,2015-09-23T20:48:38-04:00,8041729731,Salmon,Salmon,,,,true,true,,true,4.59,795,,8,2759133251,2015-09-23T20:48:38-04:00,2015-09-23T20:48:38-04:00,,,,,,,,,,,,,,,,,,5641959235,2015-09-23T20:48:37-04:00,1,2015-09-23T20:48:37-04:00,2759133251,https://cdn.shopify.com/s/files/1/1000/7970/products/Heavy_20Duty_20Iron_20Table.png?v=1443055717,Title,1,Indigo,Ivory,Turquoise,Green,White,Teal,Azure,Salmon,,Table
2759132931,Lightweight Wool Knife,lightweight-wool-knife,Deliver front-end deliverables,2015-09-23T20:48:36-04:00,2015-09-23T20:48:36-04:00,2015-09-23T20:48:36-04:00,Tremblay-Runolfsdottir,Knife,Knife,Lightweight,Wool,8041728387,Black,Black,,,,true,true,,true,94.07,8096,,1,2759132931,2015-09-23T20:48:36-04:00,2015-09-23T20:48:36-04:00,8041728515,Red,Red,,,,true,true,,true,31.54,7911,,2,2759132931,2015-09-23T20:48:36-04:00,2015-09-23T20:48:36-04:00,8041728579,Fuchsia,Fuchsia,,,,true,true,,true,15.07,8377,,3,2759132931,2015-09-23T20:48:36-04:00,2015-09-23T20:48:36-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641958851,2015-09-23T20:48:36-04:00,1,2015-09-23T20:48:36-04:00,2759132931,https://cdn.shopify.com/s/files/1/1000/7970/products/Lightweight_20Wool_20Knife.png?v=1443055716,Title,1,Black,Red,Fuchsia,,,,,,,
2759132739,Ergonomic Leather Lamp,ergonomic-leather-lamp,Utilize distributed communities,2015-09-23T20:48:35-04:00,2015-09-23T20:48:35-04:00,2015-09-23T20:48:35-04:00,Hane-Johnson,Lamp,Ergonomic,Lamp,Leather,8041728003,Teal,Teal,,,,true,true,,true,33.55,6500,,1,2759132739,2015-09-23T20:48:35-04:00,2015-09-23T20:48:35-04:00,8041728067,Grey,Grey,,,,true,true,,true,16.95,1170,,2,2759132739,2015-09-23T20:48:35-04:00,2015-09-23T20:48:35-04:00,8041728131,Violet,Violet,,,,true,true,,true,12.08,1590,,3,2759132739,2015-09-23T20:48:35-04:00,2015-09-23T20:48:35-04:00,8041728195,Orchid,Orchid,,,,true,true,,true,52.40,1956,,4,2759132739,2015-09-23T20:48:35-04:00,2015-09-23T20:48:35-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641958467,2015-09-23T20:48:35-04:00,1,2015-09-23T20:48:35-04:00,2759132739,https://cdn.shopify.com/s/files/1/1000/7970/products/Ergonomic_20Leather_20Lamp.png?v=1443055715,Title,1,Teal,Grey,Violet,Orchid,,,,,,
2759132291,Rustic Rubber Shoes,rustic-rubber-shoes,Iterate sticky eyeballs,2015-09-23T20:48:34-04:00,2015-09-23T20:48:34-04:00,2015-09-23T20:48:34-04:00,Keebler Group,Shoes,Rubber,Rustic,Shoes,8041726595,Pink,Pink,,,,true,true,,true,94.80,540,,1,2759132291,2015-09-23T20:48:34-04:00,2015-09-23T20:48:34-04:00,8041726659,Green,Green,,,,true,true,,true,97.95,9514,,2,2759132291,2015-09-23T20:48:34-04:00,2015-09-23T20:48:34-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641957507,2015-09-23T20:48:34-04:00,1,2015-09-23T20:48:34-04:00,2759132291,https://cdn.shopify.com/s/files/1/1000/7970/products/Rustic_20Rubber_20Shoes.png?v=1443055714,Title,1,Pink,Green,,,,,,,,
2759131971,Sleek Paper Lamp,sleek-paper-lamp,Seize next-generation architectures,2015-09-23T20:48:32-04:00,2015-09-23T20:48:32-04:00,2015-09-23T20:48:32-04:00,"Simonis, Hudson and Lockman",Lamp,Lamp,Paper,Sleek,8041725955,Purple,Purple,,,,true,true,,true,77.57,8449,,1,2759131971,2015-09-23T20:48:32-04:00,2015-09-23T20:48:32-04:00,8041726083,Plum,Plum,,,,true,true,,true,75.99,6554,,2,2759131971,2015-09-23T20:48:32-04:00,2015-09-23T20:48:32-04:00,8041726147,Grey,Grey,,,,true,true,,true,12.94,6619,,3,2759131971,2015-09-23T20:48:32-04:00,2015-09-23T20:48:32-04:00,8041726211,Violet,Violet,,,,true,true,,true,66.70,9398,,4,2759131971,2015-09-23T20:48:32-04:00,2015-09-23T20:48:32-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641956995,2015-09-23T20:48:32-04:00,1,2015-09-23T20:48:32-04:00,2759131971,https://cdn.shopify.com/s/files/1/1000/7970/products/Sleek_20Paper_20Lamp.png?v=1443055712,Title,1,Purple,Plum,Grey,Violet,,,,,,
2759131779,Incredible Plastic Hat,incredible-plastic-hat,Deploy collaborative initiatives,2015-09-23T20:48:30-04:00,2015-09-23T20:48:30-04:00,2015-09-23T20:48:31-04:00,Hickle-Conn,Hat,Hat,Incredible,Plastic,8041725379,Violet,Violet,,,,true,true,,true,33.00,5762,,1,2759131779,2015-09-23T20:48:31-04:00,2015-09-23T20:48:31-04:00,8041725443,Fuchsia,Fuchsia,,,,true,true,,true,0.70,4896,,2,2759131779,2015-09-23T20:48:31-04:00,2015-09-23T20:48:31-04:00,8041725507,Azure,Azure,,,,true,true,,true,14.42,2991,,3,2759131779,2015-09-23T20:48:31-04:00,2015-09-23T20:48:31-04:00,8041725571,Pink,Pink,,,,true,true,,true,89.06,9905,,4,2759131779,2015-09-23T20:48:31-04:00,2015-09-23T20:48:31-04:00,8041725635,Purple,Purple,,,,true,true,,true,94.86,1128,,5,2759131779,2015-09-23T20:48:31-04:00,2015-09-23T20:48:31-04:00,8041725699,Lavender,Lavender,,,,true,true,,true,24.77,7688,,6,2759131779,2015-09-23T20:48:31-04:00,2015-09-23T20:48:31-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641956675,2015-09-23T20:48:30-04:00,1,2015-09-23T20:48:30-04:00,2759131779,https://cdn.shopify.com/s/files/1/1000/7970/products/Incredible_20Plastic_20Hat.png?v=1443055710,Title,1,Violet,Fuchsia,Azure,Pink,Purple,Lavender,,,,
2759131523,Lightweight Silk Coat,lightweight-silk-coat,Leverage customized users,2015-09-23T20:48:29-04:00,2015-09-23T20:48:29-04:00,2015-09-23T20:48:29-04:00,Beer-Okuneva,Coat,Coat,Lightweight,Silk,8041724931,Yellow,Yellow,,,,true,true,,true,41.00,3010,,1,2759131523,2015-09-23T20:48:29-04:00,2015-09-23T20:48:29-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641956163,2015-09-23T20:48:29-04:00,1,2015-09-23T20:48:29-04:00,2759131523,https://cdn.shopify.com/s/files/1/1000/7970/products/Lightweight_20Silk_20Coat.png?v=1443055709,Title,1,Yellow,,,,,,,,,
2759131203,Mediocre Iron Shirt,mediocre-iron-shirt,Mesh world-class technologies,2015-09-23T20:48:28-04:00,2015-09-23T20:48:28-04:00,2015-09-23T20:48:28-04:00,Bernier-Torphy,Shirt,Iron,Mediocre,Shirt,8041724099,Mint green,Mint green,,,,true,true,,true,82.90,5870,,1,2759131203,2015-09-23T20:48:28-04:00,2015-09-23T20:48:28-04:00,8041724163,Pink,Pink,,,,true,true,,true,53.32,5442,,2,2759131203,2015-09-23T20:48:28-04:00,2015-09-23T20:48:28-04:00,8041724227,Cyan,Cyan,,,,true,true,,true,97.80,4399,,3,2759131203,2015-09-23T20:48:28-04:00,2015-09-23T20:48:28-04:00,8041724291,Plum,Plum,,,,true,true,,true,8.43,9753,,4,2759131203,2015-09-23T20:48:28-04:00,2015-09-23T20:48:28-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641955715,2015-09-23T20:48:28-04:00,1,2015-09-23T20:48:28-04:00,2759131203,https://cdn.shopify.com/s/files/1/1000/7970/products/Mediocre_20Iron_20Shirt.png?v=1443055708,Title,1,Mint green,Pink,Cyan,Plum,,,,,,
2759131075,Practical Marble Lamp,practical-marble-lamp,Extend proactive communities,2015-09-23T20:48:27-04:00,2015-09-23T20:48:27-04:00,2015-09-23T20:48:27-04:00,Torphy-Douglas,Lamp,Lamp,Marble,Practical,8041723779,Fuchsia,Fuchsia,,,,true,true,,true,12.67,8060,,1,2759131075,2015-09-23T20:48:27-04:00,2015-09-23T20:48:27-04:00,8041723843,Olive,Olive,,,,true,true,,true,46.63,9866,,2,2759131075,2015-09-23T20:48:27-04:00,2015-09-23T20:48:27-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641955523,2015-09-23T20:48:27-04:00,1,2015-09-23T20:48:27-04:00,2759131075,https://cdn.shopify.com/s/files/1/1000/7970/products/Practical_20Marble_20Lamp.png?v=1443055707,Title,1,Fuchsia,Olive,,,,,,,,
2759130627,Lightweight Leather Knife,lightweight-leather-knife,Cultivate user-centric markets,2015-09-23T20:48:26-04:00,2015-09-23T20:48:26-04:00,2015-09-23T20:48:26-04:00,"Hessel, Tromp and Smith",Knife,Knife,Leather,Lightweight,8041722435,Fuchsia,Fuchsia,,,,true,true,,true,67.84,3836,,1,2759130627,2015-09-23T20:48:26-04:00,2015-09-23T20:48:26-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641954755,2015-09-23T20:48:26-04:00,1,2015-09-23T20:48:26-04:00,2759130627,https://cdn.shopify.com/s/files/1/1000/7970/products/Lightweight_20Leather_20Knife.png?v=1443055706,Title,1,Fuchsia,,,,,,,,,
2759130307,Synergistic Concrete Pants,synergistic-concrete-pants,Unleash efficient markets,2015-09-23T20:48:24-04:00,2015-09-23T20:48:24-04:00,2015-09-23T20:48:25-04:00,Lesch Group,Pants,Concrete,Pants,Synergistic,8041721091,Magenta,Magenta,,,,true,true,,true,69.95,7049,,1,2759130307,2015-09-23T20:48:24-04:00,2015-09-23T20:48:24-04:00,8041721155,Plum,Plum,,,,true,true,,true,57.34,666,,2,2759130307,2015-09-23T20:48:24-04:00,2015-09-23T20:48:24-04:00,8041721219,Purple,Purple,,,,true,true,,true,2.92,5292,,3,2759130307,2015-09-23T20:48:24-04:00,2015-09-23T20:48:24-04:00,8041721283,Sky blue,Sky blue,,,,true,true,,true,2.80,4124,,4,2759130307,2015-09-23T20:48:24-04:00,2015-09-23T20:48:24-04:00,8041721347,Lime,Lime,,,,true,true,,true,85.40,264,,5,2759130307,2015-09-23T20:48:25-04:00,2015-09-23T20:48:25-04:00,8041721411,Orchid,Orchid,,,,true,true,,true,63.10,9167,,6,2759130307,2015-09-23T20:48:25-04:00,2015-09-23T20:48:25-04:00,8041721475,Cyan,Cyan,,,,true,true,,true,11.15,1373,,7,2759130307,2015-09-23T20:48:25-04:00,2015-09-23T20:48:25-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641953539,2015-09-23T20:48:24-04:00,1,2015-09-23T20:48:24-04:00,2759130307,https://cdn.shopify.com/s/files/1/1000/7970/products/Synergistic_20Concrete_20Pants.png?v=1443055704,Title,1,Magenta,Plum,Purple,Sky blue,Lime,Orchid,Cyan,,,
2759129987,Incredible Wool Computer,incredible-wool-computer,Repurpose leading-edge eyeballs,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,2015-09-23T20:48:23-04:00,Gibson-Balistreri,Computer,Computer,Incredible,Wool,8041720131,Olive,Olive,,,,true,true,,true,93.90,4519,,1,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,8041720195,Fuchsia,Fuchsia,,,,true,true,,true,84.45,4351,,2,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,8041720259,Maroon,Maroon,,,,true,true,,true,77.64,286,,3,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,8041720323,Red,Red,,,,true,true,,true,64.24,2661,,4,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,8041720387,Azure,Azure,,,,true,true,,true,73.92,3249,,5,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,8041720451,Plum,Plum,,,,true,true,,true,49.15,4230,,6,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,8041720515,Lavender,Lavender,,,,true,true,,true,59.43,2806,,7,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,8041720579,Magenta,Magenta,,,,true,true,,true,41.22,2842,,8,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,8041720643,Sky blue,Sky blue,,,,true,true,,true,85.46,9856,,9,2759129987,2015-09-23T20:48:22-04:00,2015-09-23T20:48:22-04:00,5641953091,2015-09-23T20:48:22-04:00,1,2015-09-23T20:48:22-04:00,2759129987,https://cdn.shopify.com/s/files/1/1000/7970/products/Incredible_20Wool_20Computer.png?v=1443055702,Title,1,Olive,Fuchsia,Maroon,Red,Azure,Plum,Lavender,Magenta,Sky blue,
2759129667,Enormous Steel Lamp,enormous-steel-lamp,Iterate front-end functionalities,2015-09-23T20:48:20-04:00,2015-09-23T20:48:20-04:00,2015-09-23T20:48:21-04:00,Renner LLC,Lamp,Enormous,Lamp,Steel,8041719043,Azure,Azure,,,,true,true,,true,43.71,7880,,1,2759129667,2015-09-23T20:48:20-04:00,2015-09-23T20:48:20-04:00,8041719107,Violet,Violet,,,,true,true,,true,19.53,5106,,2,2759129667,2015-09-23T20:48:20-04:00,2015-09-23T20:48:20-04:00,8041719171,Green,Green,,,,true,true,,true,48.64,841,,3,2759129667,2015-09-23T20:48:20-04:00,2015-09-23T20:48:20-04:00,8041719235,Gold,Gold,,,,true,true,,true,48.22,1597,,4,2759129667,2015-09-23T20:48:20-04:00,2015-09-23T20:48:20-04:00,8041719299,Blue,Blue,,,,true,true,,true,62.59,9125,,5,2759129667,2015-09-23T20:48:21-04:00,2015-09-23T20:48:21-04:00,8041719363,Silver,Silver,,,,true,true,,true,88.72,3488,,6,2759129667,2015-09-23T20:48:21-04:00,2015-09-23T20:48:21-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641952387,2015-09-23T20:48:20-04:00,1,2015-09-23T20:48:20-04:00,2759129667,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Steel_20Lamp.png?v=1443055700,Title,1,Azure,Violet,Green,Gold,Blue,Silver,,,,
2759129475,Rustic Marble Lamp,rustic-marble-lamp,Aggregate sexy e-tailers,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,Gottlieb Group,Lamp,Lamp,Marble,Rustic,8041718147,Green,Green,,,,true,true,,true,59.80,6721,,1,2759129475,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,8041718211,Lavender,Lavender,,,,true,true,,true,88.25,5567,,2,2759129475,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,8041718275,Maroon,Maroon,,,,true,true,,true,70.19,3672,,3,2759129475,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,8041718339,Sky blue,Sky blue,,,,true,true,,true,18.21,7570,,4,2759129475,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,8041718403,Teal,Teal,,,,true,true,,true,78.57,7992,,5,2759129475,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,8041718467,Yellow,Yellow,,,,true,true,,true,34.32,534,,6,2759129475,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,8041718531,Pink,Pink,,,,true,true,,true,25.81,303,,7,2759129475,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,8041718595,Turquoise,Turquoise,,,,true,true,,true,58.90,6600,,8,2759129475,2015-09-23T20:48:19-04:00,2015-09-23T20:48:19-04:00,,,,,,,,,,,,,,,,,,5641951875,2015-09-23T20:48:19-04:00,1,2015-09-23T20:48:19-04:00,2759129475,https://cdn.shopify.com/s/files/1/1000/7970/products/Rustic_20Marble_20Lamp.png?v=1443055699,Title,1,Green,Lavender,Maroon,Sky blue,Teal,Yellow,Pink,Turquoise,,
2759129219,Enormous Wooden Car,enormous-wooden-car,Orchestrate b2c methodologies,2015-09-23T20:48:18-04:00,2015-09-23T20:48:18-04:00,2015-09-23T20:48:18-04:00,Herman Inc,Car,Car,Enormous,Wooden,8041717187,Purple,Purple,,,,true,true,,true,26.92,1397,,1,2759129219,2015-09-23T20:48:18-04:00,2015-09-23T20:48:18-04:00,8041717251,Pink,Pink,,,,true,true,,true,74.81,6594,,2,2759129219,2015-09-23T20:48:18-04:00,2015-09-23T20:48:18-04:00,8041717379,Yellow,Yellow,,,,true,true,,true,97.96,6998,,3,2759129219,2015-09-23T20:48:18-04:00,2015-09-23T20:48:18-04:00,8041717443,Olive,Olive,,,,true,true,,true,44.21,7396,,4,2759129219,2015-09-23T20:48:18-04:00,2015-09-23T20:48:18-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641951107,2015-09-23T20:48:18-04:00,1,2015-09-23T20:48:18-04:00,2759129219,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Wooden_20Car.png?v=1443055698,Title,1,Purple,Pink,Yellow,Olive,,,,,,
2759128707,Practical Leather Shoes,practical-leather-shoes,Empower robust deliverables,2015-09-23T20:48:16-04:00,2015-09-23T20:48:16-04:00,2015-09-23T20:48:16-04:00,"Fahey, Champlin and Hills",Shoes,Leather,Practical,Shoes,8041715267,Orange,Orange,,,,true,true,,true,17.45,2851,,1,2759128707,2015-09-23T20:48:16-04:00,2015-09-23T20:48:16-04:00,8041715331,White,White,,,,true,true,,true,31.98,7997,,2,2759128707,2015-09-23T20:48:16-04:00,2015-09-23T20:48:16-04:00,8041715395,Blue,Blue,,,,true,true,,true,70.70,7655,,3,2759128707,2015-09-23T20:48:16-04:00,2015-09-23T20:48:16-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641950019,2015-09-23T20:48:16-04:00,1,2015-09-23T20:48:16-04:00,2759128707,https://cdn.shopify.com/s/files/1/1000/7970/products/Practical_20Leather_20Shoes.png?v=1443055696,Title,1,Orange,White,Blue,,,,,,,
