id,title,handle,body_html,published_at,created_at,updated_at,vendor,product_type,tags/0,tags/1,tags/2,variants/0/id,variants/0/title,variants/0/option1,variants/0/option2,variants/0/option3,variants/0/sku,variants/0/requires_shipping,variants/0/taxable,variants/0/featured_image,variants/0/available,variants/0/price,variants/0/grams,variants/0/compare_at_price,variants/0/position,variants/0/product_id,variants/0/created_at,variants/0/updated_at,variants/1/id,variants/1/title,variants/1/option1,variants/1/option2,variants/1/option3,variants/1/sku,variants/1/requires_shipping,variants/1/taxable,variants/1/featured_image,variants/1/available,variants/1/price,variants/1/grams,variants/1/compare_at_price,variants/1/position,variants/1/product_id,variants/1/created_at,variants/1/updated_at,variants/2/id,variants/2/title,variants/2/option1,variants/2/option2,variants/2/option3,variants/2/sku,variants/2/requires_shipping,variants/2/taxable,variants/2/featured_image,variants/2/available,variants/2/price,variants/2/grams,variants/2/compare_at_price,variants/2/position,variants/2/product_id,variants/2/created_at,variants/2/updated_at,variants/3/id,variants/3/title,variants/3/option1,variants/3/option2,variants/3/option3,variants/3/sku,variants/3/requires_shipping,variants/3/taxable,variants/3/featured_image,variants/3/available,variants/3/price,variants/3/grams,variants/3/compare_at_price,variants/3/position,variants/3/product_id,variants/3/created_at,variants/3/updated_at,images/0/id,images/0/created_at,images/0/position,images/0/updated_at,images/0/product_id,images/0/src,options/0/name,options/0/position,options/0/values/0,options/0/values/1,options/0/values/2,options/0/values/3,variants/4/id,variants/4/title,variants/4/option1,variants/4/option2,variants/4/option3,variants/4/sku,variants/4/requires_shipping,variants/4/taxable,variants/4/featured_image,variants/4/available,variants/4/price,variants/4/grams,variants/4/compare_at_price,variants/4/position,variants/4/product_id,variants/4/created_at,variants/4/updated_at,variants/5/id,variants/5/title,variants/5/option1,variants/5/option2,variants/5/option3,variants/5/sku,variants/5/requires_shipping,variants/5/taxable,variants/5/featured_image,variants/5/available,variants/5/price,variants/5/grams,variants/5/compare_at_price,variants/5/position,variants/5/product_id,variants/5/created_at,variants/5/updated_at,options/0/values/4,options/0/values/5,variants/6/id,variants/6/title,variants/6/option1,variants/6/option2,variants/6/option3,variants/6/sku,variants/6/requires_shipping,variants/6/taxable,variants/6/featured_image,variants/6/available,variants/6/price,variants/6/grams,variants/6/compare_at_price,variants/6/position,variants/6/product_id,variants/6/created_at,variants/6/updated_at,variants/7/id,variants/7/title,variants/7/option1,variants/7/option2,variants/7/option3,variants/7/sku,variants/7/requires_shipping,variants/7/taxable,variants/7/featured_image,variants/7/available,variants/7/price,variants/7/grams,variants/7/compare_at_price,variants/7/position,variants/7/product_id,variants/7/created_at,variants/7/updated_at,variants/8/id,variants/8/title,variants/8/option1,variants/8/option2,variants/8/option3,variants/8/sku,variants/8/requires_shipping,variants/8/taxable,variants/8/featured_image,variants/8/available,variants/8/price,variants/8/grams,variants/8/compare_at_price,variants/8/position,variants/8/product_id,variants/8/created_at,variants/8/updated_at,options/0/values/6,options/0/values/7,options/0/values/8,tags/3
2759164291,Mediocre Bronze Shirt,mediocre-bronze-shirt,Leverage dynamic paradigms,2015-09-23T20:51:02-04:00,2015-09-23T20:51:02-04:00,2015-09-23T20:51:03-04:00,Walker-Hegmann,Shirt,Bronze,Mediocre,Shirt,8041829507,Olive,Olive,,,,true,true,,true,79.55,4079,,1,2759164291,2015-09-23T20:51:02-04:00,2015-09-23T20:51:02-04:00,8041829571,Indigo,Indigo,,,,true,true,,true,20.62,6455,,2,2759164291,2015-09-23T20:51:02-04:00,2015-09-23T20:51:02-04:00,8041829763,Maroon,Maroon,,,,true,true,,true,41.39,5099,,3,2759164291,2015-09-23T20:51:02-04:00,2015-09-23T20:51:02-04:00,8041829891,Lavender,Lavender,,,,true,true,,true,96.09,9104,,4,2759164291,2015-09-23T20:51:02-04:00,2015-09-23T20:51:02-04:00,5642021827,2015-09-23T20:51:02-04:00,1,2015-09-23T20:51:02-04:00,2759164291,https://cdn.shopify.com/s/files/1/1000/7970/products/Mediocre_20Bronze_20Shirt.png?v=1443055862,Title,1,Olive,Indigo,Maroon,Lavender,8041829955,Turquoise,Turquoise,,,,true,true,,true,93.25,7137,,5,2759164291,2015-09-23T20:51:02-04:00,2015-09-23T20:51:02-04:00,8041830019,Azure,Azure,,,,true,true,,true,68.69,2497,,6,2759164291,2015-09-23T20:51:02-04:00,2015-09-23T20:51:02-04:00,Turquoise,Azure,8041830083,Salmon,Salmon,,,,true,true,,true,56.60,2702,,7,2759164291,2015-09-23T20:51:02-04:00,2015-09-23T20:51:02-04:00,8041830147,Green,Green,,,,true,true,,true,93.92,365,,8,2759164291,2015-09-23T20:51:03-04:00,2015-09-23T20:51:03-04:00,8041830211,Sky blue,Sky blue,,,,true,true,,true,15.59,8304,,9,2759164291,2015-09-23T20:51:03-04:00,2015-09-23T20:51:03-04:00,Salmon,Green,Sky blue,
2759163843,Mediocre Paper Hat,mediocre-paper-hat,Iterate bleeding-edge infomediaries,2015-09-23T20:51:00-04:00,2015-09-23T20:51:00-04:00,2015-09-23T20:51:00-04:00,Mills-Douglas,Hat,Hat,Mediocre,Paper,8041827011,Black,Black,,,,true,true,,true,30.63,5565,,1,2759163843,2015-09-23T20:51:00-04:00,2015-09-23T20:51:00-04:00,8041827075,Ivory,Ivory,,,,true,true,,true,74.05,5840,,2,2759163843,2015-09-23T20:51:00-04:00,2015-09-23T20:51:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5642021123,2015-09-23T20:51:00-04:00,1,2015-09-23T20:51:00-04:00,2759163843,https://cdn.shopify.com/s/files/1/1000/7970/products/Mediocre_20Paper_20Hat.png?v=1443055860,Title,1,Black,Ivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759163459,Intelligent Iron Clock,intelligent-iron-clock,Generate magnetic e-business,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,Thompson-White,Clock,Clock,Intelligent,Iron,8041826051,Sky blue,Sky blue,,,,true,true,,true,10.14,885,,1,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,8041826115,Blue,Blue,,,,true,true,,true,86.20,5564,,2,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,8041826179,Lime,Lime,,,,true,true,,true,9.56,4812,,3,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,8041826243,White,White,,,,true,true,,true,46.48,2299,,4,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,5642020739,2015-09-23T20:50:59-04:00,1,2015-09-23T20:50:59-04:00,2759163459,https://cdn.shopify.com/s/files/1/1000/7970/products/Intelligent_20Iron_20Clock.png?v=1443055859,Title,1,Sky blue,Blue,Lime,White,8041826307,Mint green,Mint green,,,,true,true,,true,26.91,7188,,5,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,8041826371,Yellow,Yellow,,,,true,true,,true,26.69,4406,,6,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,Mint green,Yellow,8041826435,Orchid,Orchid,,,,true,true,,true,61.31,3208,,7,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,8041826499,Salmon,Salmon,,,,true,true,,true,24.39,8191,,8,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,8041826563,Indigo,Indigo,,,,true,true,,true,92.00,1859,,9,2759163459,2015-09-23T20:50:59-04:00,2015-09-23T20:50:59-04:00,Orchid,Salmon,Indigo,
2759163011,Gorgeous Silk Clock,gorgeous-silk-clock,Extend turn-key web services,2015-09-23T20:50:56-04:00,2015-09-23T20:50:56-04:00,2015-09-23T20:50:57-04:00,Borer-Heller,Clock,Clock,Gorgeous,Silk,8041824771,Turquoise,Turquoise,,,,true,true,,true,65.79,488,,1,2759163011,2015-09-23T20:50:57-04:00,2015-09-23T20:50:57-04:00,8041824835,Blue,Blue,,,,true,true,,true,34.58,2175,,2,2759163011,2015-09-23T20:50:57-04:00,2015-09-23T20:50:57-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5642019587,2015-09-23T20:50:56-04:00,1,2015-09-23T20:50:56-04:00,2759163011,https://cdn.shopify.com/s/files/1/1000/7970/products/Gorgeous_20Silk_20Clock.png?v=1443055856,Title,1,Turquoise,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759162755,Mediocre Silk Knife,mediocre-silk-knife,Revolutionize compelling synergies,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,Altenwerth-Schaden,Knife,Knife,Mediocre,Silk,8041823939,Tan,Tan,,,,true,true,,true,93.45,638,,1,2759162755,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,8041824003,Orchid,Orchid,,,,true,true,,true,48.38,4326,,2,2759162755,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,8041824067,Sky blue,Sky blue,,,,true,true,,true,66.49,1857,,3,2759162755,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,8041824131,Grey,Grey,,,,true,true,,true,8.54,6764,,4,2759162755,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,5642019139,2015-09-23T20:50:55-04:00,1,2015-09-23T20:50:55-04:00,2759162755,https://cdn.shopify.com/s/files/1/1000/7970/products/Mediocre_20Silk_20Knife.png?v=1443055855,Title,1,Tan,Orchid,Sky blue,Grey,8041824195,Salmon,Salmon,,,,true,true,,true,63.08,6300,,5,2759162755,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,8041824259,Olive,Olive,,,,true,true,,true,99.66,2648,,6,2759162755,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,Salmon,Olive,8041824323,Turquoise,Turquoise,,,,true,true,,true,88.78,232,,7,2759162755,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,8041824387,Blue,Blue,,,,true,true,,true,93.43,5243,,8,2759162755,2015-09-23T20:50:55-04:00,2015-09-23T20:50:55-04:00,,,,,,,,,,,,,,,,,,Turquoise,Blue,,
2759162435,Incredible Aluminum Clock,incredible-aluminum-clock,Unleash mission-critical models,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,Marvin-Quitzon,Clock,Aluminum,Clock,Incredible,8041822659,Ivory,Ivory,,,,true,true,,true,3.91,9826,,1,2759162435,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,8041822723,Green,Green,,,,true,true,,true,88.85,1654,,2,2759162435,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,8041822787,Sky blue,Sky blue,,,,true,true,,true,58.07,5806,,3,2759162435,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,8041822851,Pink,Pink,,,,true,true,,true,51.33,4144,,4,2759162435,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,5642018051,2015-09-23T20:50:53-04:00,1,2015-09-23T20:50:53-04:00,2759162435,https://cdn.shopify.com/s/files/1/1000/7970/products/Incredible_20Aluminum_20Clock.png?v=1443055853,Title,1,Ivory,Green,Sky blue,Pink,8041822915,Lavender,Lavender,,,,true,true,,true,27.96,7477,,5,2759162435,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,8041822979,Maroon,Maroon,,,,true,true,,true,84.30,3120,,6,2759162435,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,Lavender,Maroon,8041823043,Yellow,Yellow,,,,true,true,,true,36.31,6952,,7,2759162435,2015-09-23T20:50:53-04:00,2015-09-23T20:50:53-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow,,,
2759162243,Aerodynamic Cotton Keyboard,aerodynamic-cotton-keyboard,Extend leading-edge bandwidth,2015-09-23T20:50:52-04:00,2015-09-23T20:50:52-04:00,2015-09-23T20:50:52-04:00,Mayer LLC,Keyboard,Aerodynamic,Cotton,Keyboard,8041822275,Blue,Blue,,,,true,true,,true,6.00,905,,1,2759162243,2015-09-23T20:50:52-04:00,2015-09-23T20:50:52-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5642017731,2015-09-23T20:50:52-04:00,1,2015-09-23T20:50:52-04:00,2759162243,https://cdn.shopify.com/s/files/1/1000/7970/products/Aerodynamic_20Cotton_20Keyboard.png?v=1443055852,Title,1,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759161859,Intelligent Linen Car,intelligent-linen-car,Reinvent user-centric partnerships,2015-09-23T20:50:51-04:00,2015-09-23T20:50:51-04:00,2015-09-23T20:50:51-04:00,"Mayer, Jerde and Keeling",Car,Car,Intelligent,Linen,8041821443,Yellow,Yellow,,,,true,true,,true,39.13,3315,,1,2759161859,2015-09-23T20:50:51-04:00,2015-09-23T20:50:51-04:00,8041821507,Pink,Pink,,,,true,true,,true,42.34,2509,,2,2759161859,2015-09-23T20:50:51-04:00,2015-09-23T20:50:51-04:00,8041821571,Blue,Blue,,,,true,true,,true,68.71,7701,,3,2759161859,2015-09-23T20:50:51-04:00,2015-09-23T20:50:51-04:00,8041821635,Cyan,Cyan,,,,true,true,,true,15.25,5649,,4,2759161859,2015-09-23T20:50:51-04:00,2015-09-23T20:50:51-04:00,5642017091,2015-09-23T20:50:51-04:00,1,2015-09-23T20:50:51-04:00,2759161859,https://cdn.shopify.com/s/files/1/1000/7970/products/Intelligent_20Linen_20Car.png?v=1443055851,Title,1,Yellow,Pink,Blue,Cyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759161475,Incredible Rubber Table,incredible-rubber-table,Architect cross-platform applications,2015-09-23T20:50:49-04:00,2015-09-23T20:50:49-04:00,2015-09-23T20:50:49-04:00,Zemlak-Swaniawski,Table,Incredible,Rubber,Table,8041820291,Lavender,Lavender,,,,true,true,,true,49.22,8313,,1,2759161475,2015-09-23T20:50:49-04:00,2015-09-23T20:50:49-04:00,8041820355,Magenta,Magenta,,,,true,true,,true,10.76,2927,,2,2759161475,2015-09-23T20:50:49-04:00,2015-09-23T20:50:49-04:00,8041820419,Teal,Teal,,,,true,true,,true,29.89,9909,,3,2759161475,2015-09-23T20:50:49-04:00,2015-09-23T20:50:49-04:00,8041820483,Grey,Grey,,,,true,true,,true,47.51,7342,,4,2759161475,2015-09-23T20:50:49-04:00,2015-09-23T20:50:49-04:00,5642016387,2015-09-23T20:50:49-04:00,1,2015-09-23T20:50:49-04:00,2759161475,https://cdn.shopify.com/s/files/1/1000/7970/products/Incredible_20Rubber_20Table.png?v=1443055849,Title,1,Lavender,Magenta,Teal,Grey,8041820547,Maroon,Maroon,,,,true,true,,true,60.84,2432,,5,2759161475,2015-09-23T20:50:49-04:00,2015-09-23T20:50:49-04:00,,,,,,,,,,,,,,,,,,Maroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759160835,Ergonomic Copper Computer,ergonomic-copper-computer,Seize wireless functionalities,2015-09-23T20:50:47-04:00,2015-09-23T20:50:47-04:00,2015-09-23T20:50:47-04:00,"Boyer, Berge and Welch",Computer,Computer,Copper,Ergonomic,8041818499,Yellow,Yellow,,,,true,true,,true,93.64,4786,,1,2759160835,2015-09-23T20:50:47-04:00,2015-09-23T20:50:47-04:00,8041818563,Cyan,Cyan,,,,true,true,,true,48.41,8935,,2,2759160835,2015-09-23T20:50:47-04:00,2015-09-23T20:50:47-04:00,8041818691,Red,Red,,,,true,true,,true,12.45,7110,,3,2759160835,2015-09-23T20:50:47-04:00,2015-09-23T20:50:47-04:00,8041818755,Tan,Tan,,,,true,true,,true,53.98,1064,,4,2759160835,2015-09-23T20:50:47-04:00,2015-09-23T20:50:47-04:00,5642015555,2015-09-23T20:50:47-04:00,1,2015-09-23T20:50:47-04:00,2759160835,https://cdn.shopify.com/s/files/1/1000/7970/products/Ergonomic_20Copper_20Computer.png?v=1443055847,Title,1,Yellow,Cyan,Red,Tan,8041818883,Lime,Lime,,,,true,true,,true,54.92,8991,,5,2759160835,2015-09-23T20:50:47-04:00,2015-09-23T20:50:47-04:00,8041818947,Black,Black,,,,true,true,,true,3.51,3187,,6,2759160835,2015-09-23T20:50:47-04:00,2015-09-23T20:50:47-04:00,Lime,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759160323,Fantastic Wool Bottle,fantastic-wool-bottle,Iterate turn-key systems,2015-09-23T20:50:44-04:00,2015-09-23T20:50:44-04:00,2015-09-23T20:50:44-04:00,Kautzer-Effertz,Bottle,Bottle,Fantastic,Wool,8041816899,Azure,Azure,,,,true,true,,true,47.83,1924,,1,2759160323,2015-09-23T20:50:44-04:00,2015-09-23T20:50:44-04:00,8041816963,Lavender,Lavender,,,,true,true,,true,73.84,6637,,2,2759160323,2015-09-23T20:50:44-04:00,2015-09-23T20:50:44-04:00,8041817027,Silver,Silver,,,,true,true,,true,82.47,6557,,3,2759160323,2015-09-23T20:50:44-04:00,2015-09-23T20:50:44-04:00,8041817091,Tan,Tan,,,,true,true,,true,13.99,3179,,4,2759160323,2015-09-23T20:50:44-04:00,2015-09-23T20:50:44-04:00,5642014659,2015-09-23T20:50:44-04:00,1,2015-09-23T20:50:44-04:00,2759160323,https://cdn.shopify.com/s/files/1/1000/7970/products/Fantastic_20Wool_20Bottle.png?v=1443055844,Title,1,Azure,Lavender,Silver,Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759159811,Ergonomic Rubber Plate,ergonomic-rubber-plate,Scale revolutionary partnerships,2015-09-23T20:50:42-04:00,2015-09-23T20:50:42-04:00,2015-09-23T20:50:42-04:00,"Harris, Champlin and Hegmann",Plate,Ergonomic,Plate,Rubber,8041815747,Pink,Pink,,,,true,true,,true,56.34,5128,,1,2759159811,2015-09-23T20:50:42-04:00,2015-09-23T20:50:42-04:00,8041815875,Blue,Blue,,,,true,true,,true,79.13,1126,,2,2759159811,2015-09-23T20:50:42-04:00,2015-09-23T20:50:42-04:00,8041816003,Maroon,Maroon,,,,true,true,,true,27.42,354,,3,2759159811,2015-09-23T20:50:42-04:00,2015-09-23T20:50:42-04:00,8041816131,Magenta,Magenta,,,,true,true,,true,38.18,5021,,4,2759159811,2015-09-23T20:50:42-04:00,2015-09-23T20:50:42-04:00,5642014083,2015-09-23T20:50:42-04:00,1,2015-09-23T20:50:42-04:00,2759159811,https://cdn.shopify.com/s/files/1/1000/7970/products/Ergonomic_20Rubber_20Plate.png?v=1443055842,Title,1,Pink,Blue,Maroon,Magenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759159619,Enormous Cotton Hat,enormous-cotton-hat,Maximize leading-edge e-commerce,2015-09-23T20:50:41-04:00,2015-09-23T20:50:41-04:00,2015-09-23T20:50:41-04:00,Ziemann Group,Hat,Cotton,Enormous,Hat,8041815043,Plum,Plum,,,,true,true,,true,36.59,8263,,1,2759159619,2015-09-23T20:50:41-04:00,2015-09-23T20:50:41-04:00,8041815107,Orchid,Orchid,,,,true,true,,true,89.09,6195,,2,2759159619,2015-09-23T20:50:41-04:00,2015-09-23T20:50:41-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5642012483,2015-09-23T20:50:41-04:00,1,2015-09-23T20:50:41-04:00,2759159619,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Cotton_20Hat.png?v=1443055841,Title,1,Plum,Orchid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759158915,Enormous Concrete Chair,enormous-concrete-chair,Brand innovative users,2015-09-23T20:50:39-04:00,2015-09-23T20:50:39-04:00,2015-09-23T20:50:39-04:00,Kub and Sons,Chair,Chair,Concrete,Enormous,8041813763,Lavender,Lavender,,,,true,true,,true,10.98,5613,,1,2759158915,2015-09-23T20:50:39-04:00,2015-09-23T20:50:39-04:00,8041813827,Orange,Orange,,,,true,true,,true,20.75,1565,,2,2759158915,2015-09-23T20:50:39-04:00,2015-09-23T20:50:39-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5642011139,2015-09-23T20:50:39-04:00,1,2015-09-23T20:50:39-04:00,2759158915,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Concrete_20Chair.png?v=1443055839,Title,1,Lavender,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759158531,Small Cotton Shirt,small-cotton-shirt,Matrix vertical architectures,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,Kautzer Inc,Shirt,Cotton,Shirt,Small,8041811715,Turquoise,Turquoise,,,,true,true,,true,38.53,8290,,1,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,8041811779,Violet,Violet,,,,true,true,,true,17.64,1594,,2,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,8041811907,Plum,Plum,,,,true,true,,true,44.33,1932,,3,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,8041811971,Salmon,Salmon,,,,true,true,,true,3.09,1183,,4,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,5642010243,2015-09-23T20:50:36-04:00,1,2015-09-23T20:50:36-04:00,2759158531,https://cdn.shopify.com/s/files/1/1000/7970/products/Small_20Cotton_20Shirt.png?v=1443055836,Title,1,Turquoise,Violet,Plum,Salmon,8041812035,Pink,Pink,,,,true,true,,true,22.01,8549,,5,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,8041812099,Lime,Lime,,,,true,true,,true,0.17,2604,,6,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,Pink,Lime,8041812227,Fuchsia,Fuchsia,,,,true,true,,true,44.78,459,,7,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,8041812291,Magenta,Magenta,,,,true,true,,true,92.15,2803,,8,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,8041812355,Ivory,Ivory,,,,true,true,,true,65.88,951,,9,2759158531,2015-09-23T20:50:36-04:00,2015-09-23T20:50:36-04:00,Fuchsia,Magenta,Ivory,
2759157443,Heavy Duty Concrete Table,heavy-duty-concrete-table,Scale enterprise metrics,2015-09-23T20:50:32-04:00,2015-09-23T20:50:32-04:00,2015-09-23T20:50:33-04:00,"McGlynn, Bogan and Grady",Table,Concrete,Duty,Heavy,8041809155,Fuchsia,Fuchsia,,,,true,true,,true,74.44,7457,,1,2759157443,2015-09-23T20:50:33-04:00,2015-09-23T20:50:33-04:00,8041809283,Yellow,Yellow,,,,true,true,,true,39.19,9449,,2,2759157443,2015-09-23T20:50:33-04:00,2015-09-23T20:50:33-04:00,8041809347,Sky blue,Sky blue,,,,true,true,,true,60.81,5173,,3,2759157443,2015-09-23T20:50:33-04:00,2015-09-23T20:50:33-04:00,,,,,,,,,,,,,,,,,,5642008707,2015-09-23T20:50:32-04:00,1,2015-09-23T20:50:32-04:00,2759157443,https://cdn.shopify.com/s/files/1/1000/7970/products/Heavy_20Duty_20Concrete_20Table.png?v=1443055832,Title,1,Fuchsia,Yellow,Sky blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table
2759156611,Heavy Duty Leather Pants,heavy-duty-leather-pants,Visualize plug-and-play partnerships,2015-09-23T20:50:28-04:00,2015-09-23T20:50:28-04:00,2015-09-23T20:50:29-04:00,"Cormier, Anderson and O'Kon",Pants,Duty,Heavy,Leather,8041806019,Lavender,Lavender,,,,true,true,,true,82.47,3597,,1,2759156611,2015-09-23T20:50:28-04:00,2015-09-23T20:50:28-04:00,8041806083,Ivory,Ivory,,,,true,true,,true,4.53,995,,2,2759156611,2015-09-23T20:50:28-04:00,2015-09-23T20:50:28-04:00,8041806147,Silver,Silver,,,,true,true,,true,77.98,7620,,3,2759156611,2015-09-23T20:50:28-04:00,2015-09-23T20:50:28-04:00,8041806275,Orange,Orange,,,,true,true,,true,68.18,8013,,4,2759156611,2015-09-23T20:50:28-04:00,2015-09-23T20:50:28-04:00,5642007107,2015-09-23T20:50:28-04:00,1,2015-09-23T20:50:28-04:00,2759156611,https://cdn.shopify.com/s/files/1/1000/7970/products/Heavy_20Duty_20Leather_20Pants.png?v=1443055828,Title,1,Lavender,Ivory,Silver,Orange,8041806339,Teal,Teal,,,,true,true,,true,92.44,6638,,5,2759156611,2015-09-23T20:50:28-04:00,2015-09-23T20:50:28-04:00,8041806403,Salmon,Salmon,,,,true,true,,true,50.68,5805,,6,2759156611,2015-09-23T20:50:28-04:00,2015-09-23T20:50:28-04:00,Teal,Salmon,8041806467,Orchid,Orchid,,,,true,true,,true,62.53,6770,,7,2759156611,2015-09-23T20:50:28-04:00,2015-09-23T20:50:28-04:00,8041806531,Purple,Purple,,,,true,true,,true,90.11,9903,,8,2759156611,2015-09-23T20:50:29-04:00,2015-09-23T20:50:29-04:00,8041806595,Plum,Plum,,,,true,true,,true,52.06,7268,,9,2759156611,2015-09-23T20:50:29-04:00,2015-09-23T20:50:29-04:00,Orchid,Purple,Plum,Pants
2759156099,Intelligent Wool Pants,intelligent-wool-pants,Facilitate killer solutions,2015-09-23T20:50:26-04:00,2015-09-23T20:50:26-04:00,2015-09-23T20:50:26-04:00,"Konopelski, Wilderman and Berge",Pants,Intelligent,Pants,Wool,8041804739,Red,Red,,,,true,true,,true,42.99,5469,,1,2759156099,2015-09-23T20:50:26-04:00,2015-09-23T20:50:26-04:00,8041804803,Sky blue,Sky blue,,,,true,true,,true,23.74,5516,,2,2759156099,2015-09-23T20:50:26-04:00,2015-09-23T20:50:26-04:00,8041804995,Violet,Violet,,,,true,true,,true,46.23,1055,,3,2759156099,2015-09-23T20:50:26-04:00,2015-09-23T20:50:26-04:00,8041805123,Gold,Gold,,,,true,true,,true,6.16,4439,,4,2759156099,2015-09-23T20:50:26-04:00,2015-09-23T20:50:26-04:00,5642006083,2015-09-23T20:50:26-04:00,1,2015-09-23T20:50:26-04:00,2759156099,https://cdn.shopify.com/s/files/1/1000/7970/products/Intelligent_20Wool_20Pants.png?v=1443055826,Title,1,Red,Sky blue,Violet,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
