id,title,handle,body_html,published_at,created_at,updated_at,vendor,product_type,tags/0,tags/1,tags/2,variants/0/id,variants/0/title,variants/0/option1,variants/0/option2,variants/0/option3,variants/0/sku,variants/0/requires_shipping,variants/0/taxable,variants/0/featured_image,variants/0/available,variants/0/price,variants/0/grams,variants/0/compare_at_price,variants/0/position,variants/0/product_id,variants/0/created_at,variants/0/updated_at,variants/1/id,variants/1/title,variants/1/option1,variants/1/option2,variants/1/option3,variants/1/sku,variants/1/requires_shipping,variants/1/taxable,variants/1/featured_image,variants/1/available,variants/1/price,variants/1/grams,variants/1/compare_at_price,variants/1/position,variants/1/product_id,variants/1/created_at,variants/1/updated_at,images/0/id,images/0/created_at,images/0/position,images/0/updated_at,images/0/product_id,images/0/src,options/0/name,options/0/position,options/0/values/0,options/0/values/1,variants/2/id,variants/2/title,variants/2/option1,variants/2/option2,variants/2/option3,variants/2/sku,variants/2/requires_shipping,variants/2/taxable,variants/2/featured_image,variants/2/available,variants/2/price,variants/2/grams,variants/2/compare_at_price,variants/2/position,variants/2/product_id,variants/2/created_at,variants/2/updated_at,variants/3/id,variants/3/title,variants/3/option1,variants/3/option2,variants/3/option3,variants/3/sku,variants/3/requires_shipping,variants/3/taxable,variants/3/featured_image,variants/3/available,variants/3/price,variants/3/grams,variants/3/compare_at_price,variants/3/position,variants/3/product_id,variants/3/created_at,variants/3/updated_at,variants/4/id,variants/4/title,variants/4/option1,variants/4/option2,variants/4/option3,variants/4/sku,variants/4/requires_shipping,variants/4/taxable,variants/4/featured_image,variants/4/available,variants/4/price,variants/4/grams,variants/4/compare_at_price,variants/4/position,variants/4/product_id,variants/4/created_at,variants/4/updated_at,options/0/values/2,options/0/values/3,options/0/values/4,tags/3,variants/5/id,variants/5/title,variants/5/option1,variants/5/option2,variants/5/option3,variants/5/sku,variants/5/requires_shipping,variants/5/taxable,variants/5/featured_image,variants/5/available,variants/5/price,variants/5/grams,variants/5/compare_at_price,variants/5/position,variants/5/product_id,variants/5/created_at,variants/5/updated_at,variants/6/id,variants/6/title,variants/6/option1,variants/6/option2,variants/6/option3,variants/6/sku,variants/6/requires_shipping,variants/6/taxable,variants/6/featured_image,variants/6/available,variants/6/price,variants/6/grams,variants/6/compare_at_price,variants/6/position,variants/6/product_id,variants/6/created_at,variants/6/updated_at,options/0/values/5,options/0/values/6,variants/7/id,variants/7/title,variants/7/option1,variants/7/option2,variants/7/option3,variants/7/sku,variants/7/requires_shipping,variants/7/taxable,variants/7/featured_image,variants/7/available,variants/7/price,variants/7/grams,variants/7/compare_at_price,variants/7/position,variants/7/product_id,variants/7/created_at,variants/7/updated_at,variants/8/id,variants/8/title,variants/8/option1,variants/8/option2,variants/8/option3,variants/8/sku,variants/8/requires_shipping,variants/8/taxable,variants/8/featured_image,variants/8/available,variants/8/price,variants/8/grams,variants/8/compare_at_price,variants/8/position,variants/8/product_id,variants/8/created_at,variants/8/updated_at,variants/9/id,variants/9/title,variants/9/option1,variants/9/option2,variants/9/option3,variants/9/sku,variants/9/requires_shipping,variants/9/taxable,variants/9/featured_image,variants/9/available,variants/9/price,variants/9/grams,variants/9/compare_at_price,variants/9/position,variants/9/product_id,variants/9/created_at,variants/9/updated_at,options/0/values/7,options/0/values/8,options/0/values/9
2759180227,Aerodynamic Wooden Table,aerodynamic-wooden-table,Matrix turn-key applications,2015-09-23T20:51:51-04:00,2015-09-23T20:51:51-04:00,2015-09-23T20:51:51-04:00,Weimann-Keebler,Table,Aerodynamic,Table,Wooden,8041866243,Magenta,Magenta,,,,true,true,,true,29.84,5953,,1,2759180227,2015-09-23T20:51:51-04:00,2015-09-23T20:51:51-04:00,8041866307,Maroon,Maroon,,,,true,true,,true,44.22,5261,,2,2759180227,2015-09-23T20:51:51-04:00,2015-09-23T20:51:51-04:00,5642046851,2015-09-23T20:51:51-04:00,1,2015-09-23T20:51:51-04:00,2759180227,https://cdn.shopify.com/s/files/1/1000/7970/products/Aerodynamic_20Wooden_20Table.png?v=1443055911,Title,1,Magenta,Maroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759179267,Practical Silk Chair,practical-silk-chair,Scale cross-platform web services,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,Runolfsdottir-Yundt,Chair,Chair,Practical,Silk,8041864323,Mint green,Mint green,,,,true,true,,true,12.35,6773,,1,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,8041864451,Blue,Blue,,,,true,true,,true,86.30,5045,,2,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,5642046403,2015-09-23T20:51:50-04:00,1,2015-09-23T20:51:50-04:00,2759179267,https://cdn.shopify.com/s/files/1/1000/7970/products/Practical_20Silk_20Chair.png?v=1443055910,Title,1,Mint green,Blue,8041864515,White,White,,,,true,true,,true,52.05,475,,3,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,8041864579,Cyan,Cyan,,,,true,true,,true,83.71,1787,,4,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,8041864643,Orange,Orange,,,,true,true,,true,38.25,7276,,5,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,White,Cyan,Orange,,8041864707,Plum,Plum,,,,true,true,,true,65.92,4746,,6,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,8041864899,Red,Red,,,,true,true,,true,47.78,2068,,7,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,Plum,Red,8041864963,Azure,Azure,,,,true,true,,true,33.38,8461,,8,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,8041865091,Olive,Olive,,,,true,true,,true,23.09,7264,,9,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,8041865155,Teal,Teal,,,,true,true,,true,52.69,4219,,10,2759179267,2015-09-23T20:51:50-04:00,2015-09-23T20:51:50-04:00,Azure,Olive,Teal
2759178563,Ergonomic Paper Computer,ergonomic-paper-computer,Enable turn-key infrastructures,2015-09-23T20:51:49-04:00,2015-09-23T20:51:49-04:00,2015-09-23T20:51:49-04:00,Schinner Inc,Computer,Computer,Ergonomic,Paper,8041863299,White,White,,,,true,true,,true,67.25,5145,,1,2759178563,2015-09-23T20:51:49-04:00,2015-09-23T20:51:49-04:00,8041863363,Mint green,Mint green,,,,true,true,,true,29.58,6860,,2,2759178563,2015-09-23T20:51:49-04:00,2015-09-23T20:51:49-04:00,5642046019,2015-09-23T20:51:49-04:00,1,2015-09-23T20:51:49-04:00,2759178563,https://cdn.shopify.com/s/files/1/1000/7970/products/Ergonomic_20Paper_20Computer.png?v=1443055909,Title,1,White,Mint green,8041863491,Yellow,Yellow,,,,true,true,,true,54.19,6045,,3,2759178563,2015-09-23T20:51:49-04:00,2015-09-23T20:51:49-04:00,8041863555,Blue,Blue,,,,true,true,,true,22.88,9526,,4,2759178563,2015-09-23T20:51:49-04:00,2015-09-23T20:51:49-04:00,,,,,,,,,,,,,,,,,,Yellow,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759176835,Heavy Duty Marble Chair,heavy-duty-marble-chair,Cultivate clicks-and-mortar infrastructures,2015-09-23T20:51:46-04:00,2015-09-23T20:51:46-04:00,2015-09-23T20:51:47-04:00,Ryan-Wintheiser,Chair,Chair,Duty,Heavy,8041859843,Sky blue,Sky blue,,,,true,true,,true,30.43,6883,,1,2759176835,2015-09-23T20:51:46-04:00,2015-09-23T20:51:46-04:00,8041859907,Turquoise,Turquoise,,,,true,true,,true,26.11,1868,,2,2759176835,2015-09-23T20:51:46-04:00,2015-09-23T20:51:46-04:00,5642044163,2015-09-23T20:51:46-04:00,1,2015-09-23T20:51:46-04:00,2759176835,https://cdn.shopify.com/s/files/1/1000/7970/products/Heavy_20Duty_20Marble_20Chair.png?v=1443055906,Title,1,Sky blue,Turquoise,8041859971,White,White,,,,true,true,,true,15.66,9278,,3,2759176835,2015-09-23T20:51:46-04:00,2015-09-23T20:51:46-04:00,8041860099,Mint green,Mint green,,,,true,true,,true,71.96,7451,,4,2759176835,2015-09-23T20:51:47-04:00,2015-09-23T20:51:47-04:00,8041860163,Purple,Purple,,,,true,true,,true,27.94,1930,,5,2759176835,2015-09-23T20:51:47-04:00,2015-09-23T20:51:47-04:00,White,Mint green,Purple,Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759175875,Gorgeous Paper Hat,gorgeous-paper-hat,Benchmark turn-key e-tailers,2015-09-23T20:51:45-04:00,2015-09-23T20:51:45-04:00,2015-09-23T20:51:45-04:00,Towne Group,Hat,Gorgeous,Hat,Paper,8041858627,Purple,Purple,,,,true,true,,true,6.11,4851,,1,2759175875,2015-09-23T20:51:45-04:00,2015-09-23T20:51:45-04:00,8041858691,Magenta,Magenta,,,,true,true,,true,92.31,9809,,2,2759175875,2015-09-23T20:51:45-04:00,2015-09-23T20:51:45-04:00,5642043459,2015-09-23T20:51:45-04:00,1,2015-09-23T20:51:45-04:00,2759175875,https://cdn.shopify.com/s/files/1/1000/7970/products/Gorgeous_20Paper_20Hat.png?v=1443055905,Title,1,Purple,Magenta,8041858755,White,White,,,,true,true,,true,94.71,3608,,3,2759175875,2015-09-23T20:51:45-04:00,2015-09-23T20:51:45-04:00,8041858883,Orange,Orange,,,,true,true,,true,92.20,9081,,4,2759175875,2015-09-23T20:51:45-04:00,2015-09-23T20:51:45-04:00,8041858947,Tan,Tan,,,,true,true,,true,61.35,162,,5,2759175875,2015-09-23T20:51:45-04:00,2015-09-23T20:51:45-04:00,White,Orange,Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759173059,Enormous Leather Lamp,enormous-leather-lamp,Engage out-of-the-box interfaces,2015-09-23T20:51:41-04:00,2015-09-23T20:51:41-04:00,2015-09-23T20:51:41-04:00,Legros-Wilkinson,Lamp,Enormous,Lamp,Leather,8041854083,Azure,Azure,,,,true,true,,true,65.99,9662,,1,2759173059,2015-09-23T20:51:41-04:00,2015-09-23T20:51:41-04:00,8041854147,Salmon,Salmon,,,,true,true,,true,1.66,5810,,2,2759173059,2015-09-23T20:51:41-04:00,2015-09-23T20:51:41-04:00,5642041283,2015-09-23T20:51:41-04:00,1,2015-09-23T20:51:41-04:00,2759173059,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Leather_20Lamp.png?v=1443055901,Title,1,Azure,Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759172035,Sleek Cotton Shoes,sleek-cotton-shoes,Benchmark leading-edge technologies,2015-09-23T20:51:40-04:00,2015-09-23T20:51:40-04:00,2015-09-23T20:51:40-04:00,Glover Group,Shoes,Cotton,Shoes,Sleek,8041852739,Sky blue,Sky blue,,,,true,true,,true,20.00,9793,,1,2759172035,2015-09-23T20:51:40-04:00,2015-09-23T20:51:40-04:00,8041852803,Orange,Orange,,,,true,true,,true,0.60,2679,,2,2759172035,2015-09-23T20:51:40-04:00,2015-09-23T20:51:40-04:00,5642040451,2015-09-23T20:51:40-04:00,1,2015-09-23T20:51:40-04:00,2759172035,https://cdn.shopify.com/s/files/1/1000/7970/products/Sleek_20Cotton_20Shoes.png?v=1443055900,Title,1,Sky blue,Orange,8041852867,Azure,Azure,,,,true,true,,true,64.38,2304,,3,2759172035,2015-09-23T20:51:40-04:00,2015-09-23T20:51:40-04:00,8041852931,Orchid,Orchid,,,,true,true,,true,45.09,5103,,4,2759172035,2015-09-23T20:51:40-04:00,2015-09-23T20:51:40-04:00,8041853059,Purple,Purple,,,,true,true,,true,33.11,3525,,5,2759172035,2015-09-23T20:51:40-04:00,2015-09-23T20:51:40-04:00,Azure,Orchid,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759171587,Durable Concrete Lamp,durable-concrete-lamp,Engage plug-and-play action-items,2015-09-23T20:51:38-04:00,2015-09-23T20:51:38-04:00,2015-09-23T20:51:39-04:00,Treutel-Bahringer,Lamp,Concrete,Durable,Lamp,8041852163,Orchid,Orchid,,,,true,true,,true,44.23,6815,,1,2759171587,2015-09-23T20:51:39-04:00,2015-09-23T20:51:39-04:00,8041852227,Turquoise,Turquoise,,,,true,true,,true,51.71,4758,,2,2759171587,2015-09-23T20:51:39-04:00,2015-09-23T20:51:39-04:00,5642039811,2015-09-23T20:51:39-04:00,1,2015-09-23T20:51:39-04:00,2759171587,https://cdn.shopify.com/s/files/1/1000/7970/products/Durable_20Concrete_20Lamp.png?v=1443055899,Title,1,Orchid,Turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759170563,Enormous Marble Plate,enormous-marble-plate,Brand value-added channels,2015-09-23T20:51:34-04:00,2015-09-23T20:51:34-04:00,2015-09-23T20:51:35-04:00,Tillman-Gottlieb,Plate,Enormous,Marble,Plate,8041850115,Purple,Purple,,,,true,true,,true,76.10,5977,,1,2759170563,2015-09-23T20:51:35-04:00,2015-09-23T20:51:35-04:00,8041850243,Salmon,Salmon,,,,true,true,,true,62.30,5722,,2,2759170563,2015-09-23T20:51:35-04:00,2015-09-23T20:51:35-04:00,5642037827,2015-09-23T20:51:35-04:00,1,2015-09-23T20:51:35-04:00,2759170563,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Marble_20Plate.png?v=1443055895,Title,1,Purple,Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759170371,Enormous Marble Hat,enormous-marble-hat,Seize frictionless infrastructures,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,"Anderson, Collier and Dickinson",Hat,Enormous,Hat,Marble,8041849027,Indigo,Indigo,,,,true,true,,true,72.08,2687,,1,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,8041849091,Salmon,Salmon,,,,true,true,,true,62.83,4708,,2,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,5642036995,2015-09-23T20:51:33-04:00,1,2015-09-23T20:51:33-04:00,2759170371,https://cdn.shopify.com/s/files/1/1000/7970/products/Enormous_20Marble_20Hat.png?v=1443055893,Title,1,Indigo,Salmon,8041849155,Purple,Purple,,,,true,true,,true,5.62,8615,,3,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,8041849219,Magenta,Magenta,,,,true,true,,true,30.64,738,,4,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,8041849283,Blue,Blue,,,,true,true,,true,26.93,5274,,5,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,Purple,Magenta,Blue,,8041849347,Green,Green,,,,true,true,,true,64.99,5017,,6,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,8041849411,Red,Red,,,,true,true,,true,88.55,7909,,7,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,Green,Red,8041849475,Fuchsia,Fuchsia,,,,true,true,,true,14.81,821,,8,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,8041849539,Orange,Orange,,,,true,true,,true,80.00,2279,,9,2759170371,2015-09-23T20:51:33-04:00,2015-09-23T20:51:33-04:00,,,,,,,,,,,,,,,,,,Fuchsia,Orange,
2759170115,Aerodynamic Rubber Shoes,aerodynamic-rubber-shoes,Syndicate user-centric communities,2015-09-23T20:51:32-04:00,2015-09-23T20:51:32-04:00,2015-09-23T20:51:32-04:00,"Terry, Anderson and Jakubowski",Shoes,Aerodynamic,Rubber,Shoes,8041847299,Olive,Olive,,,,true,true,,true,59.98,893,,1,2759170115,2015-09-23T20:51:32-04:00,2015-09-23T20:51:32-04:00,8041847363,Teal,Teal,,,,true,true,,true,64.44,4439,,2,2759170115,2015-09-23T20:51:32-04:00,2015-09-23T20:51:32-04:00,5642036547,2015-09-23T20:51:32-04:00,1,2015-09-23T20:51:32-04:00,2759170115,https://cdn.shopify.com/s/files/1/1000/7970/products/Aerodynamic_20Rubber_20Shoes.png?v=1443055892,Title,1,Olive,Teal,8041847427,Ivory,Ivory,,,,true,true,,true,24.49,6674,,3,2759170115,2015-09-23T20:51:32-04:00,2015-09-23T20:51:32-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759169475,Ergonomic Wooden Pants,ergonomic-wooden-pants,Syndicate interactive experiences,2015-09-23T20:51:29-04:00,2015-09-23T20:51:29-04:00,2015-09-23T20:51:29-04:00,Sporer-Hyatt,Pants,Ergonomic,Pants,Wooden,8041845379,Pink,Pink,,,,true,true,,true,92.10,6123,,1,2759169475,2015-09-23T20:51:29-04:00,2015-09-23T20:51:29-04:00,8041845443,Red,Red,,,,true,true,,true,92.37,5753,,2,2759169475,2015-09-23T20:51:29-04:00,2015-09-23T20:51:29-04:00,5642034563,2015-09-23T20:51:29-04:00,1,2015-09-23T20:51:29-04:00,2759169475,https://cdn.shopify.com/s/files/1/1000/7970/products/Ergonomic_20Wooden_20Pants.png?v=1443055889,Title,1,Pink,Red,8041845507,Blue,Blue,,,,true,true,,true,9.16,3531,,3,2759169475,2015-09-23T20:51:29-04:00,2015-09-23T20:51:29-04:00,8041845571,Yellow,Yellow,,,,true,true,,true,18.11,3381,,4,2759169475,2015-09-23T20:51:29-04:00,2015-09-23T20:51:29-04:00,,,,,,,,,,,,,,,,,,Blue,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759169283,Durable Paper Pants,durable-paper-pants,Mesh integrated functionalities,2015-09-23T20:51:28-04:00,2015-09-23T20:51:28-04:00,2015-09-23T20:51:28-04:00,Will and Sons,Pants,Durable,Pants,Paper,8041844803,Plum,Plum,,,,true,true,,true,81.04,8258,,1,2759169283,2015-09-23T20:51:28-04:00,2015-09-23T20:51:28-04:00,8041844867,Purple,Purple,,,,true,true,,true,2.38,9770,,2,2759169283,2015-09-23T20:51:28-04:00,2015-09-23T20:51:28-04:00,5642034371,2015-09-23T20:51:28-04:00,1,2015-09-23T20:51:28-04:00,2759169283,https://cdn.shopify.com/s/files/1/1000/7970/products/Durable_20Paper_20Pants.png?v=1443055888,Title,1,Plum,Purple,8041844931,Black,Black,,,,true,true,,true,83.79,4706,,3,2759169283,2015-09-23T20:51:28-04:00,2015-09-23T20:51:28-04:00,8041844995,Green,Green,,,,true,true,,true,78.80,289,,4,2759169283,2015-09-23T20:51:28-04:00,2015-09-23T20:51:28-04:00,8041845059,Grey,Grey,,,,true,true,,true,47.30,2340,,5,2759169283,2015-09-23T20:51:28-04:00,2015-09-23T20:51:28-04:00,Black,Green,Grey,,8041845123,Turquoise,Turquoise,,,,true,true,,true,85.64,4150,,6,2759169283,2015-09-23T20:51:28-04:00,2015-09-23T20:51:28-04:00,,,,,,,,,,,,,,,,,,Turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759169091,Rustic Granite Lamp,rustic-granite-lamp,Visualize viral bandwidth,2015-09-23T20:51:27-04:00,2015-09-23T20:51:27-04:00,2015-09-23T20:51:27-04:00,Hermiston-Goodwin,Lamp,Granite,Lamp,Rustic,8041844355,Black,Black,,,,true,true,,true,5.49,369,,1,2759169091,2015-09-23T20:51:27-04:00,2015-09-23T20:51:27-04:00,8041844419,Orchid,Orchid,,,,true,true,,true,4.99,2411,,2,2759169091,2015-09-23T20:51:27-04:00,2015-09-23T20:51:27-04:00,5642033859,2015-09-23T20:51:27-04:00,1,2015-09-23T20:51:27-04:00,2759169091,https://cdn.shopify.com/s/files/1/1000/7970/products/Rustic_20Granite_20Lamp.png?v=1443055887,Title,1,Black,Orchid,8041844483,Purple,Purple,,,,true,true,,true,81.72,9406,,3,2759169091,2015-09-23T20:51:27-04:00,2015-09-23T20:51:27-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759168835,Awesome Cotton Table,awesome-cotton-table,Target clicks-and-mortar roi,2015-09-23T20:51:26-04:00,2015-09-23T20:51:26-04:00,2015-09-23T20:51:26-04:00,"Frami, Upton and Bauch",Table,Awesome,Cotton,Table,8041843651,Plum,Plum,,,,true,true,,true,67.40,6863,,1,2759168835,2015-09-23T20:51:26-04:00,2015-09-23T20:51:26-04:00,,,,,,,,,,,,,,,,,,5642033475,2015-09-23T20:51:26-04:00,1,2015-09-23T20:51:26-04:00,2759168835,https://cdn.shopify.com/s/files/1/1000/7970/products/Awesome_20Cotton_20Table.png?v=1443055886,Title,1,Plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759168323,Awesome Cotton Computer,awesome-cotton-computer-1,Brand synergistic applications,2015-09-23T20:51:24-04:00,2015-09-23T20:51:24-04:00,2015-09-23T20:51:24-04:00,Hills Group,Computer,Awesome,Computer,Cotton,8041841795,Black,Black,,,,true,true,,true,2.05,1906,,1,2759168323,2015-09-23T20:51:24-04:00,2015-09-23T20:51:24-04:00,8041841859,Orchid,Orchid,,,,true,true,,true,10.78,4970,,2,2759168323,2015-09-23T20:51:24-04:00,2015-09-23T20:51:24-04:00,5642032131,2015-09-23T20:51:24-04:00,1,2015-09-23T20:51:24-04:00,2759168323,https://cdn.shopify.com/s/files/1/1000/7970/products/Awesome_20Cotton_20Computer_f74fc2a4-efa5-42ca-a3b2-36c378f1c003.png?v=1443055884,Title,1,Black,Orchid,8041841923,Tan,Tan,,,,true,true,,true,50.54,6738,,3,2759168323,2015-09-23T20:51:24-04:00,2015-09-23T20:51:24-04:00,8041841987,Teal,Teal,,,,true,true,,true,91.51,8718,,4,2759168323,2015-09-23T20:51:24-04:00,2015-09-23T20:51:24-04:00,8041842051,Gold,Gold,,,,true,true,,true,8.24,194,,5,2759168323,2015-09-23T20:51:24-04:00,2015-09-23T20:51:24-04:00,Tan,Teal,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759168195,Ergonomic Concrete Wallet,ergonomic-concrete-wallet,Empower customized experiences,2015-09-23T20:51:23-04:00,2015-09-23T20:51:23-04:00,2015-09-23T20:51:23-04:00,Wolf-Bergstrom,Wallet,Concrete,Ergonomic,Wallet,8041841475,Cyan,Cyan,,,,true,true,,true,59.68,4574,,1,2759168195,2015-09-23T20:51:23-04:00,2015-09-23T20:51:23-04:00,8041841539,Purple,Purple,,,,true,true,,true,41.48,2965,,2,2759168195,2015-09-23T20:51:23-04:00,2015-09-23T20:51:23-04:00,5642032067,2015-09-23T20:51:23-04:00,1,2015-09-23T20:51:23-04:00,2759168195,https://cdn.shopify.com/s/files/1/1000/7970/products/Ergonomic_20Concrete_20Wallet.png?v=1443055883,Title,1,Cyan,Purple,8041841603,Fuchsia,Fuchsia,,,,true,true,,true,37.56,6248,,3,2759168195,2015-09-23T20:51:23-04:00,2015-09-23T20:51:23-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuchsia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759168003,Intelligent Wool Gloves,intelligent-wool-gloves,Enable frictionless supply-chains,2015-09-23T20:51:21-04:00,2015-09-23T20:51:21-04:00,2015-09-23T20:51:21-04:00,Luettgen Inc,Gloves,Gloves,Intelligent,Wool,8041840963,Teal,Teal,,,,true,true,,true,91.27,2262,,1,2759168003,2015-09-23T20:51:21-04:00,2015-09-23T20:51:21-04:00,8041841027,Mint green,Mint green,,,,true,true,,true,62.78,5949,,2,2759168003,2015-09-23T20:51:21-04:00,2015-09-23T20:51:21-04:00,5642031491,2015-09-23T20:51:21-04:00,1,2015-09-23T20:51:21-04:00,2759168003,https://cdn.shopify.com/s/files/1/1000/7970/products/Intelligent_20Wool_20Gloves.png?v=1443055881,Title,1,Teal,Mint green,8041841091,Olive,Olive,,,,true,true,,true,89.55,8391,,3,2759168003,2015-09-23T20:51:21-04:00,2015-09-23T20:51:21-04:00,8041841155,Red,Red,,,,true,true,,true,24.96,3294,,4,2759168003,2015-09-23T20:51:21-04:00,2015-09-23T20:51:21-04:00,,,,,,,,,,,,,,,,,,Olive,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
